Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3,2016_standard_derivation.SD_Instability_DA16,2016_standard_derivation.SD_Deprivation_DA16,2016_standard_derivation.SD_Dependency_DA16,2016_standard_derivation.SD_Ethniccon_DA16,2016_standard_derivation.SD_Instability_q_DA16,2016_standard_derivation.SD_Deprivation_q_DA16,2016_standard_derivation.SD_Dependency_q_DA16,2016_standard_derivation.SD_Ethniccon_q_DA16,2016_standard_derivation.PCODE3,2016_standard_derivation.count
458.8571429,-0.183969442,-0.544689126,-0.060235169,-0.476710939,3,2.285714286,3,2.571428571,L1Y,0.429062002,0.352767846,0.826962752,0.316642716,1,0.951189731,1.732050808,0.975900073,L1Y,7
1442.666667,-0.901867474,-0.44935612,-1.054502472,1.164030674,1.380952381,2.333333333,1.095238095,4.714285714,L1Z,0.305274021,0.417200659,0.2802928,0.652611136,0.589592272,0.966091783,0.300792604,0.46291005,L1Z,21
583.53125,0.036031606,0.449928152,0.596591598,-0.661366802,3.34375,3.84375,4.40625,1.90625,L2A,0.625567149,0.77831792,0.495203857,0.361021786,1.15309891,1.080900909,0.712078964,0.892960823,L2A,32
663.6507937,0.410113062,0.525074322,0.517683603,-0.429434045,3.777777778,3.698412698,3.73015873,2.523809524,L2E,0.912202622,1.11553655,1.494433743,0.522922265,1.069284422,1.363521539,1.285230608,1.189431185,L2E,63
537.6909091,0.337442447,0.754149028,0.266578673,-0.389797112,3.8,4.181818182,3.636363636,2.618181818,L2G,0.715400882,0.933438302,0.630364749,0.474456811,0.988826465,1.055688455,1.111616047,1.062681951,L2G,55
895.2352941,-0.279359867,-0.284648089,0.328717412,-0.318004584,2.823529412,2.617647059,3.235294118,2.823529412,L2H,0.678063921,0.67772825,1.904077186,0.535629413,1.058030997,1.181029491,1.457661546,1.028991511,L2H,34
560.1071429,-0.032379151,-0.065970601,0.686219868,-0.593496758,3.214285714,3.25,4.321428571,2.214285714,L2J,0.722561218,0.508932746,0.83633019,0.319311557,1.066567456,1.004618962,0.862965234,0.917207633,L2J,28
546.6774194,0.137348614,0.220332727,0.516403974,-0.426921948,3.338709677,3.419354839,3.983870968,2.419354839,L2M,0.813364514,0.88511826,0.899450164,0.469811217,1.317518139,1.300042712,1.108712671,1.09467245,L2M,62
594.6666667,0.028638199,-0.307989054,0.759312524,-0.528539961,3.240740741,2.592592593,4.259259259,2.240740741,L2N,0.734478759,0.698863996,0.857603551,0.357242743,1.227594445,1.353102912,0.935367654,1.044937214,L2N,54
630.16,0.395244722,0.604983663,0.049255736,-0.326902298,3.76,4.16,3.24,2.8,L2P,0.72493883,0.695763891,0.634606333,0.31700082,1.090871211,0.6244998,1.051982256,0.763762616,L2P,25
612.1304348,0.571420955,0.224357721,0.03044505,-0.438004642,3.797101449,3.260869565,3.057971014,2.449275362,L2R,1.114509024,1.082734348,0.801799559,0.471389198,1.301353483,1.511253608,1.258898421,1.050717288,L2R,69
639.875,0.09943195,0.247576367,0.091478237,-0.158430918,3.1875,3.1875,2.96875,3,L2S,1.032059487,1.123119387,0.907560943,0.463810763,1.446631237,1.63504957,1.402402892,0.87988269,L2S,32
563.6842105,0.388284058,-0.028574944,0.511815512,-0.167937569,3.736842105,3.157894737,4,3.157894737,L2T,0.764708564,0.673969714,0.719709518,0.37972403,1.097578408,1.302269724,0.942809042,0.764719113,L2T,19
602.6129032,0.146919893,0.285565962,0.035459352,-0.404124491,3.548387097,3.64516129,3.193548387,2.580645161,L2V,0.764036989,0.793100982,0.804207696,0.453886674,1.059519063,1.403528579,1.352019596,1.025481791,L2V,31
815,-0.199008572,-0.039584963,-0.126905888,0.246184128,2.75,2.75,2.5,3.5,L2W,0.868622715,1.077745174,0.949816163,0.852844669,2.061552813,1.707825128,1.732050808,1.290994449,L2W,4
621.1212121,0.177198928,0.636307335,0.383596259,-0.628432084,3.5,3.712121212,3.96969697,2.075757576,L3B,0.788058823,1.236308172,0.57535195,0.361695312,1.179960886,1.389688969,0.927688558,0.933325008,L3B,66
617.9607843,0.014699899,0.068853124,0.477423017,-0.533385534,3.294117647,3.333333333,3.901960784,2.333333333,L3C,0.693937635,0.680838502,0.83034341,0.311723081,1.005865153,1.143095213,1.081756016,0.886942313,L3C,51
559.6216216,0.072622341,0.40394774,0.743611195,-0.859966374,3.351351351,3.648648649,4.459459459,1.432432432,L3K,0.654674792,1.005957007,0.843116488,0.250868261,1.059775034,1.295638329,0.690997451,0.688821076,L3K,37
700.3589744,-0.347814004,-0.627766417,0.192305889,-0.592618377,2.487179487,2.076923077,3.384615385,2.179487179,L3M,0.68925494,0.579550722,0.82203349,0.223540057,1.23270765,1.264590955,1.310190517,0.790462718,L3M,39
1164.68,-0.644363523,-0.571000294,0.113774309,0.668807112,1.773333333,2.133333333,3.386666667,4.173333333,L3P,0.581028916,0.390724698,0.71196424,0.755665472,1.021039922,0.92024282,1.161235751,0.760037932,L3P,75
937.5243902,-0.63613116,-0.125772661,0.261753842,1.533861807,1.817073171,2.87804878,3.5,4.841463415,L3R,0.689663184,0.759372695,0.92764868,0.772316423,1.156068783,1.327675439,1.009216785,0.457300512,L3R,82
1012,-1.005973942,0.480478975,-0.084630189,2.075092791,1.2,4.163636364,3.090909091,5,L3S,0.265731562,0.511056291,0.334987652,0.516251257,0.523520844,0.855562115,0.866511253,0,L3S,55
759.9411765,-0.309578065,-0.686720809,0.221888316,0.808849264,2.485294118,1.941176471,3.617647059,4.294117647,L3T,0.794959741,0.492545409,0.645898278,0.819469114,1.365815563,1.034946865,1.106688104,0.734213429,L3T,68
529.4090909,0.249827815,0.400164871,0.531268654,-0.679248241,3.693181818,3.647727273,3.795454545,1.863636364,L3V,0.743275381,0.951445799,1.018305669,0.310780757,1.009813395,1.37330688,1.146299302,0.886447361,L3V,88
1393.193548,-0.615571394,-0.429230694,-0.971905134,0.471383205,1.935483871,2.129032258,1.322580645,4.064516129,L3X,0.563844824,1.038114323,0.405544914,0.423782692,1.152836614,1.056470081,0.599282725,0.629046043,L3X,31
792.1395349,-0.068875967,-0.227058538,-0.207057815,-0.153823608,3.034883721,2.720930233,2.662790698,3.081395349,L3Y,0.786076791,0.756073971,0.729898014,0.526022128,1.358612393,1.27095298,1.385729497,0.923103669,L3Y,86
955.8571429,-0.336933882,-0.11919016,-0.386823794,-0.188865814,2.514285714,3.028571429,2.342857143,3.057142857,L3Z,0.639393173,0.53235227,0.572550605,0.439175167,1.245496088,1.124217749,1.235334133,0.998317913,L3Z,35
1045.159091,-0.405679206,-0.757772777,-0.021630615,-0.158996169,2.454545455,1.681818182,2.840909091,3.068181818,L4A,0.634081689,0.369075312,0.988998881,0.587941717,1.17046096,0.828917121,1.345849465,1.169331498,L4A,44
679.4727273,-0.65095348,-0.628240081,0.001724567,1.574251912,1.709090909,1.945454545,3.218181818,4.927272727,L4B,0.784956227,0.321824726,0.464454002,0.485976477,1.328780104,0.803192284,1.030837651,0.262081798,L4B,55
711.3046875,-0.051780499,-0.337032462,-0.018693888,1.007083514,2.9765625,2.4921875,2.9765625,4.578125,L4C,0.864018951,0.656683261,0.774357148,0.718618076,1.405640178,1.298066968,1.23890251,0.622534507,L4C,128
2616,-0.72280402,-0.685898688,-0.701649494,0.960230338,1.75,1.85,1.75,4.5,L4E,0.4029626,0.326442029,0.516015967,0.629025912,1.118033989,0.812727701,1.164157703,0.606976979,L4E,20
900.1746032,-0.224297482,-0.580269373,-0.380134958,-0.010999631,2.682539683,2.063492063,2.253968254,3.396825397,L4G,0.771604704,0.730846375,0.855077955,0.438062772,1.400753217,1.255606984,1.307154679,0.833563716,L4G,63
1368.735849,-1.174333043,-0.348689067,-0.666073227,0.587649152,1.056603774,2.641509434,1.754716981,4.264150943,L4H,0.255485391,0.427197875,0.569117337,0.564857969,0.304775727,0.982429086,1.072482031,0.835531692,L4H,53
813.7319588,-0.706791926,-0.796703424,-0.27509273,0.568051306,1.701030928,1.597938144,2.567010309,4.319587629,L4J,0.647286996,0.355743077,0.833496103,0.448768827,1.128835577,0.799215681,1.257537412,0.587125621,L4J,97
1191.6,-0.620352713,-0.344088884,0.029003463,0.575746141,2.066666667,2.666666667,3.2,4.333333333,L4K,0.399880526,0.480514031,0.664359285,0.443912193,1.099783528,0.975900073,1.373213125,0.487950036,L4K,15
1117.853933,-0.74487665,-0.377867643,0.35411272,-0.007512461,1.629213483,2.516853933,3.674157303,3.438202247,L4L,0.621775671,0.579019769,0.818198042,0.516176102,1.141988124,1.149232546,1.42042952,0.838763378,L4L,89
634.4752475,0.212140492,0.018857027,-0.276042888,-0.399177245,3.425742574,3.148514851,2.445544554,2.623762376,L4M,0.947013128,0.83270031,0.94239459,0.441750174,1.219397676,1.322014664,1.330227406,0.998513747,L4M,101
607.3559322,-0.087956836,-0.028811919,-0.501646827,-0.199348943,2.949152542,3.096045198,2.039548023,3.039548023,L4N,0.906761416,0.781114603,1.219424273,0.408292094,1.275963034,1.250834339,1.276365498,0.86839443,L4N,177
779.4146341,-0.260158282,0.065317133,-0.463362916,-0.514758944,2.926829268,3.341463415,2.146341463,2.341463415,L4P,0.390447645,0.609012162,0.578117906,0.327939592,0.958911985,0.938343117,1.152409988,0.854685793,L4P,41
516.9069767,0.158630981,0.407328366,0.633681301,-0.7201732,3.534883721,3.674418605,3.930232558,1.837209302,L4R,0.720869595,0.992825467,1.103091295,0.320471151,1.161871176,1.248254595,0.910137322,0.784681693,L4R,43
1636.130435,-0.679540146,-0.624942186,-0.372787272,1.427678184,1.652173913,1.956521739,2.173913043,4.782608696,L4S,0.658495036,0.443253128,0.663743763,0.590011864,1.228772323,0.928256473,1.07247267,0.51843486,L4S,23
620.483871,-0.197941872,0.91547312,-0.205107813,2.24130337,3.032258065,4.596774194,2.822580645,4.983870968,L4T,0.462522553,0.554960429,0.425390775,0.701057358,0.991236055,0.556914139,0.983873135,0.127000127,L4T,62
889.5,0.339627558,1.536057834,-0.570070284,2.892161236,4,5,2,5,L4V,0.206951753,0.64072878,0.15099067,0.691816334,0,0,0,0,L4V,2
658.0555556,-0.277196335,-0.276103512,0.531937434,0.305015974,2.666666667,2.583333333,3.694444444,3.666666667,L4W,0.640214737,0.769875032,1.36074904,0.872719899,1.373213125,1.295596939,1.30536135,0.9258201,L4W,36
822.2916667,0.110209598,0.361434601,-0.204877429,0.957438744,3.375,3.5,2.791666667,4.041666667,L4X,0.767314616,0.952489288,0.844087161,1.236501134,1.377221526,1.414213562,1.559798389,1.232853412,L4X,24
688.4634146,-0.113802632,-0.035951931,0.260255226,0.286255919,2.853658537,3.073170732,3.487804878,3.536585366,L4Y,0.83514729,0.787083044,1.002423885,0.949711602,1.370419199,1.438579923,1.343911292,1.051131794,L4Y,41
871.0227273,-0.405693812,-0.142782936,-0.192353803,1.113096427,2.295454545,2.954545455,2.454545455,4.590909091,L4Z,0.773795853,0.739030856,1.277398215,0.774223711,1.407282479,1.199894287,1.531901774,0.542096783,L4Z,44
826.7288136,0.083673767,0.144759669,0.011549817,0.749505044,3,3.423728814,3.203389831,4.101694915,L5A,1.037810928,0.702090351,0.657292975,1.131459269,1.473911053,1.053784474,1.361789657,0.941292495,L5A,59
1208.722222,0.132820618,-0.027196361,-0.006310441,1.352911289,3.037037037,3.111111111,3.055555556,4.62962963,L5B,1.055717908,0.731824243,0.719513568,1.059947573,1.577709864,1.238786178,1.323469806,0.559524606,L5B,54
647.1086957,-0.345448354,-0.050261256,-0.089237231,0.988770899,2.630434783,3.108695652,3.065217391,4.586956522,L5C,0.542319742,0.652531255,0.427320921,0.743641614,1.102697614,1.233392086,0.997823719,0.540620506,L5C,46
621.7619048,0.069797677,0.068551355,-0.116762559,-0.204220137,3.238095238,3.095238095,2.761904762,2.952380952,L5E,0.758313725,1.018128256,0.718770774,0.510330285,1.179184545,1.338086765,1.261140829,1.023532631,L5E,21
590.8108108,0.50987609,-0.263578715,-0.23255167,-0.086196212,3.378378378,2.72972973,2.675675676,3.243243243,L5G,1.347173034,0.644075062,0.534871089,0.442505572,1.587299442,1.367248832,1.106898923,0.830174192,L5G,37
627.4193548,-0.271648275,-0.766336541,-0.3464959,0.119717741,2.290322581,1.612903226,2.387096774,3.677419355,L5H,1.060110868,0.467573124,0.435137208,0.411446293,1.509824458,0.954896831,0.882323423,0.70176429,L5H,31
593.6326531,-0.203616393,-0.315774728,-0.175720847,0.097865205,2.857142857,2.673469388,2.632653061,3.530612245,L5J,0.698471582,0.598318702,0.897339973,0.547331839,1.258305739,1.231323054,1.236491635,0.766540954,L5J,49
698.1851852,-0.269288708,0.020979269,-0.089816157,0.704333667,2.592592593,3,3,4,L5K,0.781928383,1.012571476,0.729637169,1.180841652,1.337600011,1.414213562,1.330124344,1.037749043,L5K,27
657.7,-0.421506172,-0.437825489,-0.093438287,0.615587583,2.328571429,2.242857143,2.857142857,4.242857143,L5L,0.658256052,0.745318639,0.771740538,0.700231344,1.270871304,1.278990932,1.080602546,0.750569142,L5L,70
970.1052632,-0.610667997,-0.431013758,-0.527588532,1.567396718,1.903508772,2.315789474,2.105263158,4.815789474,L5M,0.751950823,0.582569483,0.556778998,0.816825767,1.316802901,1.033216384,1.207413831,0.4715966,L5M,114
732.4444444,-0.688455155,-0.54199556,-0.761905404,0.791281995,1.811965812,2.153846154,1.64957265,4.367521368,L5N,0.607737722,0.408319159,0.447448858,0.690374884,1.129018676,0.924898733,0.931408271,0.726331009,L5N,117
876.0930233,-0.480886062,-0.157806848,-0.274318069,1.562797455,2.11627907,2.953488372,2.558139535,5,L5R,0.73840062,0.554105721,0.510550662,0.498332648,1.366422202,0.871601929,1.220895955,0,L5R,43
790,-0.319179866,0.612464158,-0.60158444,2.652463488,2.5,3.5,1.5,5,L5S,1.138646147,1.946887482,0.195558417,1.030800141,2.121320344,2.121320344,0.707106781,0,L5S,2
1046.8,-0.212456774,0.52572521,-0.589222639,2.113903017,2.8,3.8,1.6,5,L5T,0.806217928,1.075553156,0.184992728,0.904725834,1.643167673,1.303840481,0.547722558,0,L5T,5
775.1549296,-0.826106891,-0.150873875,-0.633524351,1.833665771,1.478873239,2.915492958,1.816901408,4.971830986,L5V,0.582056476,0.576271498,0.429012452,0.65641718,1.040043336,0.98192928,0.960801141,0.166633129,L5V,71
932.3703704,-1.130414687,-0.477193342,-0.922302783,1.839552701,1.037037037,2.37037037,1.259259259,4.925925926,L5W,0.199009579,0.312770252,0.252280649,0.62496678,0.19245009,0.791694781,0.446576085,0.266880256,L5W,27
1702.039216,-0.879000734,-0.480587556,-0.420173119,0.402108999,1.431372549,2.294117647,2.196078431,4,L6A,0.448266709,0.39660484,0.720082293,0.635178632,0.943502029,0.944332942,1.265221053,0.8,L6A,51
4655.125,-0.789415221,-0.468850512,-0.712965279,1.480224778,1.75,2.375,1.75,4.75,L6B,0.46455201,0.244428297,0.383370929,0.780819008,1.164964745,0.51754917,1.035098339,0.707106781,L6B,8
1177.5,-0.880109398,-0.4248527,-0.406262877,1.621577502,1.4375,2.1875,2.270833333,4.9375,L6C,0.572397036,0.813345616,0.349987545,0.518100914,0.943200753,1.065039206,0.916505466,0.319990026,L6C,48
1924.263158,-0.881712434,-0.433112953,0.1599164,1.687854715,1.473684211,2.368421053,2.105263158,4.736842105,L6E,0.528970451,0.198360637,2.718315129,0.853617235,1.020262551,0.59726472,1.149624907,0.933458638,L6E,19
4090.5,2.008345147,-0.416522132,-0.343459591,2.282731756,5,2.5,2,5,L6G,0.120329801,0.109412452,0.026819722,0.566305131,0,0.707106781,0,0,L6G,2
690.8686869,-0.523146344,-0.671007121,-0.647679002,0.515577701,2.141414141,1.868686869,1.929292929,4.080808081,L6H,0.789866733,0.563236725,0.629571277,0.646503534,1.28579445,1.075197795,1.099652313,0.737850818,L6H,99
527.2156863,-0.613022105,-0.899409297,-0.229486686,0.468631374,1.745098039,1.450980392,2.607843137,4.117647059,L6J,0.826609418,0.52605117,0.821018649,0.573041716,1.26242841,0.878947677,1.281849155,0.765429522,L6J,51
556.0833333,0.751671177,-0.012737236,0.208659755,0.257520697,4.041666667,3.083333333,3.291666667,3.666666667,L6K,1.027077645,0.917506893,0.914250545,0.949729102,1.082636342,1.380506103,1.458980188,1.129319405,L6K,24
655.8043478,-0.244703967,-0.762768376,0.154164708,-0.029204076,2.586956522,1.695652174,3.065217391,3.369565217,L6L,0.825182606,0.423376664,1.321898306,0.540295299,1.391659073,0.939729635,1.218417442,0.826201365,L6L,46
922.3521127,-0.840431951,-0.750204908,-0.850796805,0.861852388,1.591549296,1.633802817,1.521126761,4.507042254,L6M,0.593584378,0.503029002,0.606593452,0.630748499,1.049863458,0.944751466,0.90804586,0.582439192,L6M,71
2141.325,-1.222403394,-0.032776367,-0.517823064,1.952791819,1.2,3.2,2.025,4.925,L6P,0.522611977,0.423463254,0.569954204,0.592737408,0.723240571,0.822753351,1.049725239,0.266746783,L6P,40
1130.151899,-1.204229145,0.108642168,-0.649210764,2.307423578,1.063291139,3.658227848,1.683544304,5,L6R,0.314990067,0.330623907,0.332022821,0.483301855,0.403248735,0.638228236,0.824998894,0,L6R,79
718.9012346,-0.556828308,0.092711599,-0.320007541,0.855761801,2.209876543,3.407407407,2.481481481,4.407407407,L6S,0.436085418,0.662276187,0.539591456,0.718008156,1.008910915,1.058038017,1.141392911,0.666666667,L6S,81
1025.291667,-0.045549197,0.659721305,-0.382964335,1.246238072,3.083333333,4.1875,2.4375,4.645833333,L6T,0.838852676,0.909380373,0.702834433,0.902373532,1.268829807,0.816225094,1.319352678,0.601048139,L6T,48
684.0307692,-0.035559587,0.607570292,-0.56741116,1.07672686,3.169230769,4.323076923,1.938461538,4.6,L6V,0.781241626,0.563718204,0.65375149,0.693404164,1.097856303,0.687106531,1.143964093,0.656696277,L6V,65
706.6129032,-0.037934327,0.205299716,0.070334403,0.528380604,3.032258065,3.290322581,3.387096774,3.870967742,L6W,0.889528063,0.996612307,0.680499157,0.951752777,1.42557289,1.509824458,1.308368433,1.117793525,L6W,31
960.1944444,-0.478144396,0.109653477,-0.624655348,1.10621577,2.166666667,3.472222222,1.861111111,4.555555556,L6X,0.748825115,0.60847814,0.549782257,0.806849077,1.267136063,1.020524889,1.078673619,0.709867849,L6X,72
981.7252747,-0.362968277,0.167743791,-0.41473519,1.710614132,2.428571429,3.516483516,2.142857143,4.67032967,L6Y,0.746078564,0.708375306,0.789174831,1.079321551,1.248491153,1.08896115,1.160186083,0.700078489,L6Y,91
634.2,-0.692271099,-0.219814427,-0.521722788,0.831566699,1.763636364,2.818181818,2.018181818,4.327272727,L6Z,0.310534562,0.590562251,0.442318747,0.839141928,0.838067361,1.203250368,1.009049958,0.721483694,L6Z,55
1082.96,-1.095567024,-0.106334015,-0.990932336,1.781728884,1.133333333,3.133333333,1.24,4.853333333,L7A,0.276104613,0.365170839,0.333019533,0.701830448,0.474578998,0.875080434,0.541269778,0.425324465,L7A,75
762.952381,-0.62136569,-0.942343585,-0.34811354,-0.289142775,1.857142857,1.380952381,2.380952381,2.80952381,L7B,0.329757689,0.286511335,0.62042309,0.341755999,0.853563957,0.589592272,1.07126983,0.74960307,L7B,21
862.1212121,-0.684993884,-0.589478096,-0.241959676,-0.176142544,1.848484848,2.03030303,2.757575758,3,L7C,0.265812716,0.416164154,0.470756271,0.575689995,0.833712035,1.074850236,1.118880664,1,L7C,33
667.6111111,-0.880698776,-0.51490379,-0.619484432,-0.267101786,1.518518519,2.148148148,1.962962963,3.018518519,L7E,0.427679656,0.471248836,0.566616124,0.320470299,0.905762282,0.998251441,1.080931865,0.739473059,L7E,54
629.3375,-0.567918613,-0.653676356,-0.538984427,-0.393052997,2.1625,1.95,2.275,2.65,L7G,0.697606134,0.483174705,0.750882662,0.379880354,1.325922177,1.054225974,1.340460907,1.032386936,L7G,80
597.9666667,-0.52645904,-0.509672916,-0.414767229,-0.56443151,2.233333333,2.1,2.3,2.3,L7J,0.533610658,0.525403388,0.537421168,0.234098446,1.194335289,1.028892944,1.178836364,0.749712589,L7J,30
541.4444444,-0.666116231,-0.814568228,-0.338963162,-0.55211717,1.833333333,1.5,2.5,2.277777778,L7K,0.271088637,0.332135001,0.326880226,0.255141314,0.857492926,0.707106781,0.857492926,0.894792487,L7K,18
737.2857143,-0.412490712,-0.7565054,-0.125909289,-0.136044722,2.385714286,1.685714286,2.928571429,3.1,L7L,0.838060004,0.49100392,1.145628986,0.568852769,1.417211562,1.029180864,1.506713754,1.105323089,L7L,70
684.8194444,-0.578308328,-0.905842652,-0.578060421,-0.01410407,1.944444444,1.402777778,1.986111111,3.277777778,L7M,0.753493109,0.436005138,0.7021017,0.662409478,1.232070156,0.833450696,1.316130217,1.090577082,L7M,72
637.3636364,0.023479398,-0.708811907,0.490330543,-0.452078482,2.909090909,1.772727273,3.681818182,2.454545455,L7N,1.013823445,0.601361607,1.13703157,0.327748254,1.508991808,1.192509087,1.393398163,1.010764573,L7N,22
595.6666667,-0.470929461,-0.653795945,-0.132807953,-0.391326172,2.263157895,1.98245614,2.824561404,2.719298246,L7P,0.488479005,0.53404689,0.762488677,0.328749175,1.110442572,1.093670557,1.377404482,0.818412792,L7P,57
603.1935484,0.75031389,-0.457166381,-0.061937041,-0.367077206,4,2.322580645,2.806451613,2.64516129,L7R,1.065538461,0.6163869,0.9707601,0.46098918,1.125462868,1.326325671,1.447281471,1.050345565,L7R,31
648,1.043181509,-0.381281975,0.765450179,-0.30346677,4.052631579,2.368421053,3.526315789,2.947368421,L7S,1.173201322,0.558199891,1.694581202,0.543742561,1.35292622,1.116070802,1.504379571,1.078769062,L7S,19
753.2916667,0.031435805,-0.640569708,0.348058449,-0.423816692,3.375,1.958333333,3.458333333,2.416666667,L7T,0.687083677,0.586182964,1.042074423,0.547640235,0.923721208,1.082636342,1.215092291,1.100065874,L7T,24
693.8863636,-0.581288785,-0.874763804,-0.479801838,-0.465706386,2,1.477272727,2.136363636,2.454545455,L8B,0.54322928,0.428895045,0.881285822,0.380251483,1.141194804,0.848764803,1.231201136,0.998942358,L8B,44
759.7592593,-0.270596297,0.167361791,0.117877808,0.073508885,2.592592593,3.203703704,3.240740741,3.333333333,L8E,0.756830024,1.192482619,0.94856527,0.805570143,1.296126574,1.3650576,1.503896639,1.027912338,L8E,54
549.1190476,0.001241151,0.002576787,0.855441211,-0.532151758,2.952380952,3.19047619,4.285714286,2.333333333,L8G,0.992893873,0.690281394,0.967404494,0.359384906,1.464246763,1.15268711,0.918262258,0.979463932,L8G,42
517.3090909,0.308127713,1.489479687,-0.093565212,-0.406447105,3.909090909,4.709090909,2.927272727,2.436363636,L8H,0.568163272,1.019680758,0.70593246,0.519927328,0.616823622,0.68509873,1.068999973,1.049931856,L8H,55
709.1428571,-0.762804591,-0.463534738,-0.395407353,-0.205061854,1.771428571,2.342857143,2.4,3,L8J,0.32217697,0.514462419,0.653234456,0.495779983,0.877352779,1.136114564,1.332843047,1.028991511,L8J,35
529.779661,0.253157035,0.4492783,0.36104985,-0.423666558,3.576271186,3.779661017,3.542372881,2.406779661,L8K,0.85788945,1.04628997,1.114616187,0.55460077,0.986169703,0.983796247,1.368639318,1.146488553,L8K,59
463.375,0.692177976,2.248588821,-0.325365478,0.165968798,4.305555556,4.930555556,2.5,3.458333333,L8L,0.71611179,1.121417789,0.508046631,0.873631305,0.596678338,0.349098997,1.174853902,0.99204583,L8L,72
523.1621622,1.150928766,1.635765585,-0.381806461,0.078063019,4.594594595,4.756756757,2.081081081,3.216216216,L8M,0.897444844,1.270536969,0.882421558,0.913731309,0.599048294,0.641413604,1.115008181,1.083593177,L8M,37
588.375,1.011255354,0.377599256,-0.386161428,0.152401108,3.5625,3.208333333,2.416666667,3.291666667,L8N,1.585622951,1.377911727,0.549751913,0.91343884,1.737034034,1.785977691,1.145450452,1.287556375,L8N,48
582.55,2.016948787,0.166987905,-0.036406784,-0.074836468,4.625,3.1,2.825,3.1,L8P,1.457670676,1.412912167,0.967950221,0.645787211,0.806623224,1.464100319,1.318264204,1.236205941,L8P,40
615.7368421,1.668641412,1.239196933,-0.109938762,0.416725725,4.736842105,4.473684211,2.894736842,3.684210526,L8R,1.052910759,1.224685885,0.673316966,1.073573832,0.452413928,0.696692268,1.328940131,1.157230006,L8R,19
637.7916667,0.953520687,0.069537386,-0.127984725,0.389790952,4.25,3.25,2.958333333,3.708333333,L8S,1.058667751,0.708681515,0.495636598,0.992334751,1.188715053,1.35934767,1.082636342,1.122077525,L8S,24
535.4,0.135805417,0.363570659,0.426232419,-0.341839146,3.275,3.675,3.625,2.575,L8T,0.89439602,0.895146979,1.087015939,0.551814992,1.260596115,1.141018438,1.274754878,1.129726538,L8T,40
526.0769231,0.523791104,0.584970112,0.531427528,-0.257298037,3.794871795,4.128205128,3.538461538,2.743589744,L8V,1.045516419,0.746671057,1.273611115,0.53410464,1.196034834,1.004712244,1.210614325,1.117279325,L8V,39
616.0697674,-0.519225594,0.2212107,-0.376947016,0.362550288,2.255813953,3.465116279,2.418604651,3.906976744,L8W,0.371344559,0.859972307,0.645906663,0.535894189,1.002212392,1.202157529,1.276762239,0.750046141,L8W,43
581.4791667,0.146007512,0.377843855,0.182897704,-0.037862086,3.5,3.770833333,3.5625,3.1875,L9A,0.827519613,0.785138113,0.566728334,0.719827891,1.129865366,0.928040336,1.109077631,1.196737587,L9A,48
787.3333333,-0.497080759,-0.155326179,0.550656495,0.194327337,2.388888889,2.638888889,2.472222222,3.583333333,L9B,0.553479214,0.802861093,3.194312927,0.723869694,1.153325076,1.417296779,1.502114911,1.273353278,L9B,36
577.0694444,-0.194279671,0.151156754,0.27913868,-0.0064921,2.819444444,3.375,3.583333333,3.361111111,L9C,0.656216469,0.880403576,0.890692547,0.61454792,1.1667505,1.260868245,1.275445241,1.011282209,L9C,72
1437.8,-0.390885251,-0.605286236,-0.504471116,-0.062296544,2.533333333,1.933333333,2.333333333,2.8,L9E,0.389679306,0.506968618,0.693618165,1.042989226,0.990430402,1.162919151,1.2344268,1.424279266,L9E,15
732.2830189,-0.530915684,-0.819339363,0.00595131,-0.229921659,2.018867925,1.58490566,3.037735849,2.811320755,L9G,0.621415915,0.492047533,0.966083542,0.560002182,1.117871708,0.842020516,1.45393715,1.144495249,L9G,53
567.4324324,-0.222535461,-0.641094035,0.208416913,-0.55213671,2.594594595,1.905405405,3.351351351,2.22972973,L9H,0.904062268,0.505420324,0.926522772,0.37436963,1.343874168,1.00912167,1.13996434,0.944302269,L9H,74
1792,-0.481557259,0.206277513,-0.273919165,-0.29675409,2.5,3.333333333,2.833333333,2.833333333,L9J,0.335034134,0.967960227,1.028153254,0.704538451,1.048808848,1.032795559,1.834847859,1.169045194,L9J,6
871.7647059,-0.486032383,-0.675776351,-0.15090148,0.486674814,2.058823529,1.941176471,3,4.117647059,L9K,1.044220067,0.321508956,0.914297168,0.496964452,1.29762226,0.747545002,1.658312395,0.781213234,L9K,17
551.6666667,-0.292415049,-0.524670635,0.208166825,-0.697522877,2.636363636,2.212121212,3.333333333,1.878787879,L9L,0.602923855,0.467433088,0.912419789,0.229110287,1.167748416,1.023400452,1.08012345,0.739830038,L9L,33
571.037037,-0.041691252,0.211006279,0.871691846,-0.819702703,3.333333333,3.518518519,4.333333333,1.592592593,L9M,0.612891686,0.837146814,0.90822195,0.255243965,1,1.188741104,0.919866211,0.747264718,L9M,27
605.7916667,-0.552691306,-0.503680424,-0.234379399,-0.511553013,2.083333333,2.25,2.666666667,2.333333333,L9N,0.291126687,0.434045104,0.423120374,0.452040049,0.974307632,0.98907071,1.090140265,1.090140265,L9N,24
