DAUID,Pop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16
35300827,378,-1.353747791,-0.720899979,-1.82735367,1.138829093,1,2,1,5
35300828,505,-1.128471244,-0.91957376,-1.223967014,0.653224901,1,1,1,4
35300830,1250,-0.414823092,-1.010932091,1.01402179,-0.306678495,3,1,5,3
35300832,570,-1.275921999,1.026746023,-0.644470998,-0.003086088,1,5,2,4
35300833,678,-1.071181359,-1.447325515,-0.765521691,-0.292362008,1,1,1,3
35300836,421,1.459261474,1.297892759,-1.253976641,-0.404341573,5,5,1,3
35300837,556,0.699851552,0.575102664,-0.545195959,-0.826337828,4,4,2,1
35300838,440,0.455114346,-0.007314967,-0.700783532,-1.121133416,4,3,2,1
35300839,330,1.285446245,0.805200626,-0.862831113,-0.482999493,5,5,1,3
35300840,811,1.452714949,-0.683586886,-0.550168042,-0.079047037,5,2,2,3
35300841,360,1.901278179,-0.092512467,-1.307841387,-0.425369739,5,3,1,3
35300842,429,1.99056857,1.309330801,-0.651549591,-0.440836497,5,5,2,3
35300843,398,1.556301349,0.871443893,-0.579312896,-0.268719199,5,5,2,3
35300844,391,0.55189875,0.135191802,-0.562867685,-0.121524343,4,4,2,3
35300845,432,0.457249958,0.29819526,-0.92793057,-0.845543942,4,4,1,1
35300846,449,0.461116634,-0.745436798,-0.575802603,-0.640669054,4,2,2,2
35300847,410,0.523638191,0.905395952,-1.153515465,-0.580543871,4,5,1,2
35300850,601,-0.821812002,-1.252154383,0.024404551,-0.82473508,1,1,3,1
35300851,1137,-1.03848401,-1.003788436,-1.452738584,0.08876628,1,1,1,4
35300853,379,-0.561309892,-0.927778707,-0.472771482,-0.593692812,2,1,2,2
35300854,756,-1.235237483,-1.102929619,-1.206562868,-0.127260356,1,1,1,3
35300856,486,-1.513712437,-0.65017766,-1.525800692,0.458452878,1,2,1,4
35300857,679,-1.086282731,-0.802239143,-1.480329214,0.506868904,1,1,1,4
35300858,654,-1.392992057,-0.993535704,-1.113066519,0.382083168,1,1,1,4
35300859,659,-0.503568597,-0.311881014,-1.561455763,-0.151940531,2,3,1,3
35300860,592,-1.139611324,-0.258961389,-1.294163558,0.048979742,1,3,1,4
35300861,395,-1.167824463,-0.981137895,-0.828015805,-0.179212955,1,1,1,3
35300863,468,-1.380657311,-0.220193757,-0.877245225,0.798744921,1,3,1,5
35300864,1697,-1.037206308,-0.407341017,-1.423715008,0.901102046,1,3,1,5
35300869,439,-1.368520557,-0.332789969,-0.885556007,0.484494476,1,3,1,4
35300870,763,-0.709194342,-0.586902594,-0.895236501,0.163861886,2,2,1,4
35300871,736,-0.848215701,-0.147115735,-1.22122929,0.370343814,1,3,1,4
35300872,569,-1.087468226,-1.18579184,-1.369526997,-0.12717447,1,1,1,3
35300873,1101,-0.665585291,-0.923264365,-0.963114111,0.20193525,2,1,1,4
35300874,546,0.192092372,-0.913364905,-0.702004685,0.008234501,4,1,2,4
35300875,816,-0.481090963,-0.928931473,-1.150772922,0.33065881,2,1,1,4
35300876,576,-0.546822567,-0.946109035,-1.525007717,0.064078859,2,1,1,4
35300877,1721,-1.247073682,-0.204046873,-1.16255946,0.558322771,1,3,1,4
35300878,563,-0.682911502,-0.307657347,-0.65013041,0.08513461,2,3,2,4
35300880,3559,-0.871349463,-0.981204252,-1.040949038,0.153704321,1,1,1,4
35300881,1045,-0.950532277,-1.076246587,-0.097494078,-0.102779045,1,1,3,3
35300882,1071,-0.602836034,-0.901581509,-0.697819918,-0.057492704,2,1,2,4
35300883,1782,-1.154040693,-1.033629103,-0.915891328,0.006277488,1,1,1,4
35300884,5933,-1.229503716,-0.935449772,-1.292077445,0.630588214,1,1,1,4
35300885,1113,-1.039083595,-0.498447694,-0.610678798,0.124368728,1,2,2,4
35300886,1454,-1.250589692,-0.825963286,-0.553567296,0.104415971,1,1,2,4
35300887,1233,-0.985105775,-0.365801316,-0.818760846,-0.433363673,1,3,1,3
35300888,891,-0.854342833,-0.665045844,-0.938666176,0.045311811,1,2,1,4
35300889,3304,-1.2266719,-0.542879634,-1.455811773,0.357934894,1,2,1,4
35300890,969,-1.221547652,-0.329702085,-0.559786733,-0.278223709,1,3,2,3
35300891,1426,-0.465696882,0.14799831,-1.097706284,-0.138090929,3,4,1,3
35300892,1051,-0.857394884,-0.45141568,-1.578303519,0.413582514,1,2,1,4
35300893,2358,1.975062402,1.168569464,-0.964791319,1.615886018,5,5,1,5
35300894,594,-0.287492183,-1.599195815,-1.074183425,0.294169021,3,1,1,4
35300895,749,-1.079735753,-0.023958241,-1.33144021,0.056479535,1,3,1,4
35300896,843,-0.800214173,0.122789696,-0.556038709,-0.038606204,1,4,2,4
35300899,1806,-1.293998619,-0.772882549,-1.421561139,0.267362744,1,2,1,4
35300900,518,-1.393119749,-0.986572064,-1.496391528,0.320983944,1,1,1,4
35300902,2816,-0.774683043,-1.112228979,-1.270265281,0.411477297,2,1,1,4
35300904,174,-1.116450843,-0.978776196,-0.222442652,-0.614131505,1,1,3,2
35300906,183,-1.446182973,0.573767335,-0.880262042,-0.205640165,1,4,1,3
35300908,755,-1.037023428,0.506338443,-0.047907916,-0.635967821,1,4,3,2
35300909,322,-0.292889901,-0.75410589,-0.237172361,-0.792933429,3,2,3,2
35300911,469,-0.633268037,-1.133497946,-1.213645008,-0.394119111,2,1,1,3
35300913,1637,-0.061032735,-0.687858062,-1.257746278,0.641818461,4,2,1,4
35300914,3577,-0.464218739,-0.743327935,-1.140183189,0.756881511,3,2,1,4
35300915,2612,-0.51427285,-0.627231214,-1.261714586,0.400799535,2,2,1,4
35300916,1194,-0.411861497,-0.56903539,-1.184531478,0.625082307,3,2,1,4
35300917,1116,-0.377643729,-0.441804725,-0.327482261,0.185042058,3,2,2,4
35300918,2615,-0.788673802,-0.835150224,-1.414594868,0.962780652,1,1,1,5
35300919,2154,-1.096180007,-0.153755574,-1.40806365,0.99373761,1,3,1,5
35300920,1150,-0.427056731,-0.4067878,-1.443754038,0.703948394,3,3,1,4
35300921,2080,-1.007958178,-0.323483948,-1.589513855,0.538040056,1,3,1,4
35300922,2932,-1.225493556,-0.645802262,-1.24648554,1.077286735,1,2,1,5
35300924,7032,-0.252138584,-0.935428766,-1.61694703,0.748252782,3,1,1,4
35300926,2255,-0.779120939,-1.188055779,-0.598070293,0.156161391,1,1,2,4
35300927,1447,-0.863245236,-1.000876948,-0.963406201,0.193507295,1,1,1,4
35300928,333,-1.4344839,-0.973957278,-1.452766752,0.644488126,1,1,1,4
35300929,1827,-1.060349037,-1.484223159,-0.458894638,-0.252780192,1,1,2,3
35300930,1105,-1.006529974,-1.258835487,-0.845048763,-0.008382015,1,1,1,4
35300932,1468,-0.701793162,-0.960249759,-1.210156792,1.019741263,2,1,1,5
35300934,1496,-1.012985232,-0.713705553,-0.629948687,-0.3734188,1,2,2,3
35300936,1337,-1.224582736,-0.746832094,-0.396157365,-0.615590608,1,2,2,2
35300938,1121,-1.049327237,-0.854073768,-0.944696417,-0.268973933,1,1,1,3
35300939,506,0.29647308,-0.518425099,0.335067917,-0.630825872,4,2,4,2
35300941,3889,-0.840277782,-1.143613958,-1.223033872,0.087416476,1,1,1,4
35300942,611,-0.47651521,-0.470765711,-0.019730384,-0.952712905,2,2,3,1
35300943,591,-0.84517129,-0.64882716,0.119854566,-0.941212134,1,2,4,1
35300944,1680,-1.106633026,-0.866992016,-1.211664816,1.493944065,1,1,1,5
35300945,694,-1.212666624,-0.978391756,-0.462837216,0.340919977,1,1,2,4
35300946,285,0.924314406,0.084061257,0.054025776,-0.210011422,5,4,3,3
35300947,350,0.7283079,-0.133552315,-0.412075327,1.103013468,4,3,2,5
35300948,507,-0.250118196,-0.223107971,0.58362886,-0.981009372,3,3,5,1
35300949,545,0.535752946,0.40705663,0.689189441,-0.652579429,4,4,5,2
35300950,467,1.366886799,-0.27207847,2.055348276,-1.283352505,5,3,5,1
35300952,742,1.422684602,0.273107211,0.790382257,-0.614208532,5,4,5,2
35300954,651,-0.568304247,-0.214851444,-0.201767776,-0.536580011,2,3,3,2
35300955,858,-0.685320561,-0.29304782,0.372361934,-0.706191096,2,3,4,2
35300957,754,-0.324629681,0.46594763,-0.204447986,0.26021765,3,4,3,4
35300958,596,-0.504434316,0.364550214,0.171928434,-0.145237657,2,4,4,3
35300960,857,0.483512487,1.500355537,-0.851616112,0.925967532,4,5,1,5
35300961,595,-0.564189086,0.285938819,-0.656607554,-0.173082659,2,4,2,3
35300962,654,1.133568322,1.468770854,-0.787655767,1.167042208,5,5,1,5
35300963,438,0.481530141,-0.610162329,0.517618741,-0.295859458,4,2,4,3
35300965,596,0.346368753,0.607665842,0.083987414,-0.571097655,4,4,4,2
35300966,644,-0.329194482,1.328041147,-0.049676531,-0.741954642,3,5,3,2
35300967,959,-1.009156989,1.941633718,0.190960029,0.823754205,1,5,4,5
35300968,544,-0.716264123,1.739177663,0.725268763,0.337838606,2,5,5,4
35300970,798,-0.84537699,-1.221950504,-1.089490762,0.41745583,1,1,1,4
35300971,577,-1.321812851,-0.939406656,-0.235042186,-0.018917109,1,1,3,4
35300972,406,-1.069666262,-1.410799803,-0.443544992,0.325712683,1,1,2,4
35300973,708,-0.704904678,-0.978712009,-0.351063093,-0.264239978,2,1,2,3
35300974,342,-0.868957247,-0.880700341,-0.133441012,-0.540643855,1,1,3,2
35300975,608,-0.21434855,-1.269836364,-0.989079078,0.881159467,3,1,1,5
35300976,715,-0.396384392,-0.816868872,-0.820324907,-0.154953961,3,1,1,3
35300977,448,-0.620446495,-0.758807956,-0.540099784,-0.619187899,2,2,2,2
35300979,620,-0.190153694,0.073396838,-0.123806356,-0.341386524,3,4,3,3
35300980,832,0.404783531,-0.375285197,-0.117826537,-0.026986754,4,3,3,4
35300981,693,1.159238825,1.287274334,0.162366628,0.159146864,5,5,4,4
35300982,537,1.22253053,-0.030652473,-0.643411511,-0.367726133,5,3,2,3
35300983,815,2.275567191,-0.706436506,-0.681406209,0.194946902,5,2,2,4
35300984,360,-1.083598835,-1.098588435,0.135781541,-0.413367292,1,1,4,3
35300985,470,-1.003338585,-0.288347994,-0.552216416,-0.389774831,1,3,2,3
35300987,363,-0.45585891,-0.793016877,-0.380679886,-0.261730255,3,1,2,3
35300988,614,-0.70760795,-0.527964041,-0.309072343,-0.19255186,2,2,3,3
35300989,603,-0.463871557,-0.107308976,-0.047178257,-0.478608859,3,3,3,3
35300991,806,-0.946690815,-0.914630571,-0.721768051,0.1729792,1,1,2,4
35300992,1047,-0.484263731,-0.662891227,-0.940556701,-0.548924381,2,2,1,2
35300993,446,-0.917529995,-0.910489174,-0.766640731,-0.383089385,1,1,1,3
35300995,1710,-1.593983316,-0.705742937,-1.187893417,1.349758317,1,2,1,5
35300996,917,-1.062201623,-0.369963287,-0.997891029,-0.005367325,1,3,1,4
35300997,333,-0.78097989,-0.787601406,-1.121176844,0.915633854,1,2,1,5
35300998,719,-0.881934812,0.132789761,-1.359960149,0.654394186,1,4,1,4
35300999,716,0.152329975,-0.818489094,-0.741778002,0.848017029,4,1,1,5
35301001,464,-0.358550634,-0.567784489,-0.016431812,-0.632169166,3,2,3,2
35301002,613,-0.684404642,-0.539641999,-0.464657313,-0.656655014,2,2,2,2
35301003,723,-0.317465485,0.407994593,-0.657397486,0.45564985,3,4,2,4
35301004,780,-1.09850131,-1.136662846,-0.410368617,-0.456854212,1,1,2,3
35301005,1490,-0.773085464,-1.180443631,-0.996532233,0.538722524,2,1,1,4
35301007,562,-0.440215505,-0.203687297,0.862049022,-1.120691638,3,3,5,1
35301008,1093,-0.402340154,-0.904007218,0.7652455,-0.548810957,3,1,5,2
35301009,539,-0.742066191,-1.323335106,-0.294676782,-0.61785395,2,1,3,2
35301010,200,-1.18077354,0.159944893,-0.837498565,-0.176790067,1,4,1,3
35301012,4744,-0.639318913,-1.050400948,-1.318067899,0.346537474,2,1,1,4
35301013,698,-1.040843244,-0.350352074,-0.17484167,-0.579889403,1,3,3,2
35301014,503,-0.712810216,-0.356219425,-0.280730517,-0.309341631,2,3,3,3
35301016,5428,-0.411783481,-0.573405747,-1.004985185,1.566309881,3,2,1,5
35301017,1319,-0.870228772,-1.15415145,-0.883380244,0.489053559,1,1,1,4
35301020,1328,-0.286290464,-1.215928825,5.633329163,-1.222532956,3,1,5,1
35301023,630,-0.586374464,-0.474990126,0.082253968,-0.404070965,2,2,4,3
35301025,1004,-0.707008034,-1.222903406,-0.973249195,-0.558130311,2,1,1,2
35301026,810,-0.864789489,-0.729696151,-0.412866931,-0.49767465,1,2,2,2
35310112,463,-1.124722762,-0.13961165,-0.891220053,-0.678663445,1,3,1,2
35310113,395,-1.130938898,-0.400983042,-0.40861518,-0.668905513,1,3,2,2
35310114,475,-1.213846707,0.185522963,-0.042980873,-0.479785821,1,4,3,3
35310115,520,-0.276352327,-0.359441967,-0.420931372,-0.705189789,3,3,2,2
35310116,493,1.12754913,0.474620219,2.258206874,-0.919755618,5,4,5,1
35310117,488,-0.41558665,0.327110088,-0.179982316,-0.840585081,3,4,3,1
35310118,437,-0.02169824,-0.817236605,0.187049556,-1.07364898,4,1,4,1
35310119,443,1.142361904,-0.391712443,-0.814614058,-0.911922734,5,3,1,1
35310120,708,0.66350099,-0.266889046,-0.962263133,-0.497214222,4,3,1,2
35310121,530,0.257261365,-0.037868068,0.103121337,-1.102761894,4,3,4,1
35310122,624,-0.428764829,-0.711589348,0.218880359,-0.676548608,3,2,4,2
35310123,513,-0.542559995,-0.5610413,-0.539651227,-1.013453023,2,2,2,1
35310124,1580,-0.41120372,-1.147011276,0.579635572,-0.528502233,3,1,4,2
35310125,573,0.921332834,0.342574525,-0.762716725,-0.521487858,5,4,1,2
35310126,587,-0.002869557,0.059327548,0.368893157,-0.841366894,4,4,4,1
35310127,409,0.136007209,0.062346358,0.297981293,-0.830746068,4,4,4,1
35310128,500,-0.729300332,0.694551187,1.347252483,-0.763198862,2,5,5,2
35310129,740,-0.643095001,-0.551393244,-0.56445721,-0.765022996,2,2,2,2
35310130,425,-1.074246216,0.181229371,-1.029629732,-0.227249278,1,4,1,3
35310131,593,-0.915664716,-0.144437735,-0.597190823,-0.820481312,1,3,2,1
35310132,755,-1.088763932,0.853628082,-0.790649848,-1.015215782,1,5,1,1
35310133,570,-0.797760839,-0.225170489,-0.790339501,-0.855108977,1,3,1,1
35310134,596,-0.7243417,-0.752460339,-0.579257497,-0.792417481,2,2,2,2
35310135,859,-0.189451782,-0.901634531,1.375006408,-0.843410849,3,1,5,1
35310136,720,-0.668401589,-0.180479114,0.473227925,-0.853970773,2,3,4,1
35310137,730,-0.887008226,-1.150351075,-0.74599093,-0.53107122,1,1,1,2
35310138,740,-0.212909196,0.115561901,-0.182745552,-0.780791059,3,4,3,2
35310139,702,0.801621398,0.196730448,-0.219508442,-0.62894164,5,4,3,2
35310140,665,-0.041579492,-0.928213829,-0.346715781,-0.716989245,4,1,2,2
35310141,721,-0.716177183,-0.87286093,-0.250578557,-0.720570393,2,1,3,2
35310142,507,-0.886219771,-0.579453027,-0.467275472,-0.77738616,1,2,2,2
35310143,465,-0.898661304,-0.454292338,-0.640392117,-0.773444436,1,2,2,2
35310144,577,-0.86436127,-0.445947965,-0.52188938,-0.691828381,1,2,2,2
35310145,481,-0.842501892,-0.568114822,-0.471072616,-1.082803819,1,2,2,1
35310146,421,-0.655401839,-0.894040581,-0.239882843,-1.019028589,2,1,3,1
35310147,526,-0.794585146,-0.812993179,-0.198767059,-0.996819999,1,1,3,1
35310148,480,-0.175600788,-0.665460243,0.805815627,-1.133541124,3,2,5,1
35310149,619,0.453934958,-0.353518186,2.697782317,-1.271088849,4,3,5,1
35310150,512,0.156911767,-0.358158051,0.31932948,-0.794666805,4,3,4,2
35310151,513,1.044764222,-0.252996738,0.502731697,-1.13498296,5,3,4,1
35310152,423,0.235272793,0.155175127,-0.170726023,-1.05815899,4,4,3,1
35310153,545,-0.425201803,-0.638838068,0.88776104,-0.833956083,3,2,5,1
35310154,409,0.793624122,-0.465251541,0.965827376,-1.097113886,5,2,5,1
35310155,489,-0.515434956,-0.495605169,0.779779472,-1.109804791,2,2,5,1
35310156,965,-0.391990958,-0.557998113,-0.593170842,-0.566546061,3,2,2,2
35310157,555,0.027217881,-1.082610263,-0.127143223,-0.929360981,4,1,3,1
35310158,407,-1.027312316,-0.466893206,-0.258120784,-0.925087371,1,2,3,1
35310159,428,-0.462362709,-0.894534146,-0.683072734,-0.92081961,3,1,2,1
35310160,461,-0.494837617,-0.784420981,-0.656986295,-0.881278384,2,2,2,1
35310161,534,-0.761601529,-0.70766818,-0.361225476,-0.579887472,2,2,2,2
35310162,771,-0.459500349,-0.373075528,0.002649231,-0.649280041,3,3,3,2
35310163,669,0.221787964,0.546901511,-0.619597586,-0.644358571,4,4,2,2
35310164,573,-0.190152373,-0.674832425,0.467233613,-1.053334802,3,2,4,1
35310165,572,1.501231206,-0.250699592,4.578739156,-1.040004143,5,3,5,1
35310166,460,0.081459641,-0.983011201,-0.2891851,-0.984421289,4,1,3,1
35310167,432,1.532703083,-0.219957655,0.097610275,-0.6699648,5,3,4,2
35310168,563,0.759594388,-0.695187038,0.255142554,-0.799022724,5,2,4,2
35310169,460,2.261279031,-0.047739133,1.831041207,-1.165567944,5,3,5,1
35310170,598,1.29459723,0.516918813,-1.17393943,-0.921380926,5,4,1,1
35310171,655,0.773580054,-0.116397921,-0.162832962,-0.888046671,5,3,3,1
35310172,625,0.302391887,0.440095417,-0.273546946,-0.876842115,4,4,3,1
35310173,716,0.315071208,0.183493795,-0.573228646,-0.334291252,4,4,2,3
35310174,604,0.36927963,0.80943887,-0.787098496,-0.425117308,4,5,1,3
35310175,566,0.018212183,0.892350136,-0.973097902,-0.872795198,4,5,1,1
35310176,568,0.121500296,0.153697653,-0.294330112,-0.396763028,4,4,3,3
35310177,627,0.608399102,0.491111819,-0.725686438,-0.620497607,4,4,2,2
35310178,573,0.44143326,0.208672155,-0.957397656,-0.671389948,4,4,1,2
35310179,560,0.808147133,-0.165418708,0.395949901,-0.677923012,5,3,4,2
35310180,559,0.535980048,0.078736285,-0.819936837,-0.376629414,4,4,1,3
35310181,630,0.075241787,0.46256558,-0.250017144,-0.543857434,4,4,3,2
35310182,567,-0.211581794,0.014727014,-0.666547456,-0.499537835,3,4,2,2
35310183,423,1.534806733,-0.135332223,-0.285909295,-0.915332227,5,3,3,1
35310184,829,0.217375134,-0.058670781,-0.726054587,-0.617268871,4,3,2,2
35310185,676,1.156150507,0.872769615,-0.582809137,-0.090154121,5,5,2,3
35310186,668,1.052778115,0.484627459,-0.357809093,-0.830777623,5,4,2,1
35310187,834,0.465159296,-0.408744404,1.840854504,-0.997925586,4,3,5,1
35310188,907,-0.597581165,-1.249225047,1.354185177,-0.918740889,2,1,5,1
35310189,962,-0.441663146,-0.814980297,0.840144206,-0.743962621,3,1,5,2
35310190,584,0.113741184,-0.19295471,-0.19800618,-0.396151608,4,3,3,3
35310191,911,1.839100348,0.310789475,1.228115912,-1.120008956,5,4,5,1
35310192,574,-0.682584392,0.099646786,-0.060165075,-0.541434629,2,4,3,2
35310193,461,-0.021789703,-0.058037232,0.23331404,-1.097213975,4,3,4,1
35310194,913,-0.517979929,-1.137699203,-0.396506438,-0.319794126,2,1,2,3
35310195,614,0.182344726,-0.466031018,0.225418,-0.908320299,4,2,4,1
35310196,538,-0.085761118,0.012899316,0.206045205,-0.850262666,3,3,4,1
35310197,458,0.200588984,-0.068565087,0.126733158,-1.012118345,4,3,4,1
35310198,1847,0.575080871,-0.25405464,0.219697143,-0.378741612,4,3,4,3
35310199,893,-0.659075732,-0.244230433,-0.646187107,-0.231080249,2,3,2,3
35310203,552,-0.712894269,-0.676176201,-0.318620034,-0.360450485,2,2,3,3
35310204,535,-0.984821933,-0.629573777,-0.595453553,-0.396570671,1,2,2,3
35310205,584,-0.580963013,-0.816701983,-0.157549401,-0.908417675,2,1,3,1
35310206,502,-1.004777734,0.072207831,-0.9559615,-0.704155072,1,4,1,2
35310207,368,-0.966091502,-0.808205985,-0.553580357,-1.048590081,1,1,2,1
35310208,476,-1.128605257,-0.239903901,-0.390022757,-0.479952975,1,3,2,3
35310209,545,-1.016471564,-0.696154895,-0.241211286,-0.577988769,1,2,3,2
35310210,527,-0.803759289,-0.229737094,-0.946585241,-0.477276615,1,3,1,3
35310211,642,-0.563291158,-0.698921728,-0.726658951,-0.688996482,2,2,2,2
35310213,550,-0.672567047,-0.255083808,-0.087019173,-0.83785053,2,3,3,1
35310214,751,0.106618908,0.439694351,-0.471998914,-0.325914985,4,4,2,3
35310215,508,0.895897903,0.030322737,0.120728858,-0.74309945,5,4,4,2
35310216,674,-0.399219411,-0.434482976,0.803912966,-0.901020901,3,2,5,1
35310218,1450,-1.484519193,0.776322374,-0.459807625,-0.28634204,1,5,2,3
35310219,907,-0.660116531,-0.227728829,0.03039016,-0.908666164,2,3,3,1
35310220,965,-0.072717796,-0.061038872,-0.060231189,-0.521490868,4,3,3,2
35310221,883,-1.823444403,1.44139983,-0.44174273,-0.219749009,1,5,2,3
35310222,452,-1.870209154,1.779211148,-0.792625206,0.145659232,1,5,1,4
35310223,1186,-2.025992054,1.007290303,-1.381520206,0.081535219,1,5,1,4
35310224,488,0.14156879,-0.545066951,-0.138058197,-0.968713598,4,2,3,1
35310225,520,0.174793461,-0.676792176,0.756519662,-1.108638622,4,2,5,1
35310226,1211,-0.531778095,-0.726717477,-0.311093392,-0.373028925,2,2,3,3
35310227,544,-0.503209435,-0.755518538,-0.519356306,-0.66146819,2,2,2,2
35310228,493,-0.601967985,0.076120012,-0.944340577,-0.795297462,2,4,1,2
35310229,520,-0.706502405,-0.861763415,-1.083117131,-0.796865843,2,1,1,2
35310230,455,-1.181147907,0.081026212,-0.560566182,-0.814898192,1,4,2,1
35310231,424,-1.070032457,-0.095724947,-0.823593673,-0.95063938,1,3,1,1
35310232,555,-0.698191601,-0.6711129,-0.272830409,-0.849076733,2,2,3,1
35310234,488,-0.909864048,-0.901216433,-1.290009221,-0.593935619,1,1,1,2
35310236,1982,0.667320512,-0.587521654,0.745942171,-0.652939216,4,2,5,2
35310237,646,-0.392740763,-0.566829795,0.241065677,-0.959061785,3,2,4,1
35310239,1102,-0.113414496,-0.634269524,-0.188816676,-0.497092682,3,2,3,2
35320153,300,-0.454495742,-1.767002144,0.172201146,-0.905575372,3,1,4,1
35320154,334,-0.637028013,-1.023104892,-0.867316037,-0.533737094,2,1,1,2
35320155,475,-0.54906966,-0.663951579,-0.57496508,-0.509140278,2,2,2,2
35320156,1013,-0.554056627,-0.935507806,-1.159265626,-0.485022742,2,1,1,3
35320157,463,-0.642045695,-0.8881579,-0.588602116,-0.927112004,2,1,2,1
35320158,697,-0.631987591,-0.625085409,-0.109258241,-0.96578124,2,2,3,1
35320159,504,-0.777453715,-0.761956184,-0.585415188,-0.652416464,2,2,2,2
35320160,598,-0.369611282,-0.834798436,-0.491409763,-0.836820474,3,1,2,1
35320162,3856,-0.865128576,-0.898922158,-0.819280224,-0.266449589,1,1,1,3
35320163,617,-1.028875253,-0.928798662,-0.488786075,-0.608051915,1,1,2,2
35320164,511,-0.643867254,-0.959314949,-0.244270611,-0.426260852,2,1,3,3
35320165,613,0.102779709,1.257848039,-1.150533098,-0.082806332,4,5,1,3
35320166,541,-0.401377149,0.076192446,0.981402663,-1.098782394,3,4,5,1
35320167,578,-0.517895184,-0.99952391,0.276198471,-0.577397583,2,1,4,2
35320168,620,-0.091648074,-0.213516574,0.329341771,-0.654202744,3,3,4,2
35320169,560,-0.292148864,-0.517576253,-0.906493184,-0.110349561,3,2,1,3
35320170,524,-0.100089614,0.485137086,-0.802639474,-0.239168758,3,4,1,3
35320171,692,0.317645259,0.489043863,-0.273643226,-0.480501398,4,4,3,3
35320172,582,1.657855842,0.988780486,-0.055090273,-0.495644263,5,5,3,3
35320173,738,-0.486249147,-0.228438856,0.207914441,-0.926888312,2,3,4,1
35320174,681,-0.613404613,-0.438942017,-0.182408502,-0.628999932,2,2,3,2
35320175,428,0.236105254,-0.055140697,0.587917904,-1.121779898,4,3,5,1
35320176,528,-0.9270224,-0.497916652,-0.168632749,-0.939229802,1,2,3,1
35320177,454,0.351551512,0.12437656,-0.127060842,-0.701765237,4,4,3,2
35320178,716,2.087503999,0.678865786,0.334419033,-0.864468237,5,5,4,1
35320179,530,-0.14341346,-0.698155401,1.035639925,-1.029334811,3,2,5,1
35320180,760,0.247484161,-0.62225622,1.26128223,-1.133840518,4,2,5,1
35320181,525,0.723722925,-0.360538141,1.0870228,-1.114919963,4,3,5,1
35320182,507,0.277514419,-0.082732939,-0.183376997,-0.916437525,4,3,3,1
35320183,558,0.272843454,0.091788541,-0.128856182,-0.726187512,4,4,3,2
35320184,469,0.449289552,-0.248872544,-0.300469922,-0.644459994,4,3,3,2
35320185,521,0.35541592,-0.144835195,-0.586158176,-0.822668832,4,3,2,1
35320186,518,2.116672535,1.756945612,-0.21167417,-0.82034793,5,5,3,1
35320187,640,2.130111844,0.836820304,5.683082088,-1.442661082,5,5,5,1
35320188,472,0.937242999,1.791669254,-0.690753943,-1.183705051,5,5,2,1
35320189,591,0.602280328,0.517579321,-0.386201208,-0.697795264,4,4,2,2
35320190,542,0.222952343,0.29359965,-0.07678845,-0.573140259,4,4,3,2
35320191,519,0.353779725,0.279169436,-0.620025712,-0.795253987,4,4,2,2
35320192,524,0.541031436,0.448198169,1.810292499,-0.660045967,4,4,5,2
35320193,611,0.424313313,0.654886735,-1.042979146,-0.772966883,4,4,1,2
35320194,615,0.714270824,1.261048662,-0.021592427,-0.69497086,4,5,3,2
35320195,781,0.755543025,1.249321369,-0.444100546,-0.51280872,5,5,2,2
35320196,556,2.777997806,1.549611434,-0.012160132,-0.649718186,5,5,3,2
35320197,533,0.211839784,0.287496638,-0.259083429,-0.559837898,4,4,3,2
35320198,531,1.013368712,0.861784826,-0.833030967,-0.348241971,5,5,1,3
35320199,491,0.977469959,0.375417102,-0.386139091,-0.597609734,5,4,2,2
35320201,502,0.703067745,1.705409895,-0.6439046,-1.232641885,4,5,2,1
35320202,726,-0.52418972,-0.472953677,-0.215950875,-0.895783739,2,2,3,1
35320203,506,0.068717965,0.317999477,-0.549998538,-0.777933271,4,4,2,2
35320204,616,-0.643068702,-0.392580237,-0.130966209,-0.884338235,2,3,3,1
35320205,713,-0.025771595,-0.439632604,0.754569825,-0.851392186,4,2,5,1
35320206,810,-0.179431827,0.596226858,-0.702406069,-0.049410193,3,4,2,4
35320207,2508,0.027652953,-0.97819015,-0.049169421,-0.204267826,4,1,3,3
35320208,752,0.086722097,-0.203134552,0.523853743,-0.778905851,4,3,4,2
35320209,467,1.650423945,1.363854144,1.028909085,-0.897970877,5,5,5,1
35320210,576,0.267591644,0.682147176,-0.614344318,0.030025093,4,5,2,4
35320211,763,-0.503916951,-0.142462739,0.305456625,-0.575392038,2,3,4,2
35320212,963,-0.052550361,0.544557936,-0.160246079,-0.989099604,4,4,3,1
35320213,798,-0.333756669,-0.52776482,-0.662998425,-0.36653863,3,2,2,3
35320214,682,-0.541176617,-0.734535736,-0.192450566,-0.882641244,2,2,3,1
35320215,560,-1.055732483,-0.856521379,-0.649297039,-0.47075424,1,1,2,3
35320216,576,-0.887247704,-0.800510431,-0.648344445,-0.250409214,1,1,2,3
35320217,574,-1.051560994,-1.139207763,-0.198870429,-0.654333674,1,1,3,2
35320218,477,-0.631434466,-1.265544297,-0.844881244,-0.529474857,2,1,1,2
35320219,504,-1.066898753,0.162515819,-0.553545222,-0.634106412,1,4,2,2
35320220,794,-0.852027681,-0.381146636,-0.351151285,-0.639937425,1,3,2,2
