TotalPop2016,Instability_DA16,Deprivation_DA16,Dependency_DA16,Ethniccon_DA16,Instability_q_DA16,Deprivation_q_DA16,Dependency_q_DA16,Ethniccon_q_DA16,PCODE3,2016_standard_derivation.SD_Instability_DA16,2016_standard_derivation.SD_Deprivation_DA16,2016_standard_derivation.SD_Dependency_DA16,2016_standard_derivation.SD_Ethniccon_DA16,2016_standard_derivation.SD_Instability_q_DA16,2016_standard_derivation.SD_Deprivation_q_DA16,2016_standard_derivation.SD_Dependency_q_DA16,2016_standard_derivation.SD_Ethniccon_q_DA16,2016_standard_derivation.PCODE3,2016_standard_derivation.count
20766,0.146163761,-0.891029766,-0.466096341,0.058699434,3.224020033,1.500096311,2.095637099,3.561253973,M4G,0.895008276,0.339283371,0.693695232,0.345797334,1.575710285,0.672021505,1.157026222,0.665237042,M4G,32
22977,1.055074988,1.501067439,-0.493742778,3.013108725,4.633285459,4.34839187,2.133873003,4.840492667,M4H,0.770958157,1.472314323,0.683931675,1.692664613,0.966091783,1.837873167,1.354006401,0.699205899,M4H,10
39024,0.498160062,0.09223469,-0.279540231,0.188114976,3.864186142,3.20349016,2.360752358,3.791692292,M4J,0.837802809,0.770391477,0.930737313,0.485540807,0.886574298,1.059643253,1.067860637,0.779845182,M4J,66
33202,1.015711775,-0.241228066,-0.416772228,0.04572433,4.233781098,2.606047828,2.208571773,3.51966749,M4K,1.060185473,0.69537414,0.608765084,0.492602931,0.90291735,1.328875122,1.1946852,0.916656828,M4K,56
35489,0.667968371,-0.081858646,-0.716807143,0.020590018,4.203556031,2.906590775,1.708726648,3.547099101,M4L,0.683655151,0.950125798,0.496238487,0.46297499,0.739347425,1.372812946,1.014320538,0.707786365,M4L,65
25022,0.987630507,-0.109025059,-0.607477292,0.35544251,4.534050036,2.997881864,1.897530173,3.943569659,M4M,0.604741461,0.90894187,0.62265961,0.55745584,0.636300282,1.369083724,1.159793926,0.790183677,M4M,41
20114,0.056280496,-0.936639465,-0.024518278,0.11258964,3.026697822,1.357213881,2.686785324,3.650541911,M4N,1.087929086,0.344523786,1.023746509,0.482434058,1.634967363,0.672021505,1.502685768,0.709384104,M4N,31
24475,1.891226091,-0.730458328,-0.44096427,0.343795312,4.553503575,1.748518897,1.94659857,3.766251277,M4P,1.4688088,0.441717246,0.793552821,0.662443771,1.158248014,0.970329048,1.372812946,0.697247335,M4P,26
11696,0.775046921,-0.820728084,-0.670284027,0.184868673,3.726915185,1.529411765,1.725718194,3.784712722,M4R,1.34019939,0.305575798,0.383509953,0.441144338,1.652884189,0.704792186,0.84016805,0.685994341,M4R,18
28245,1.599140376,-0.989347411,-0.464184783,0.312842525,4.348698885,1.467587184,2.138714817,3.754965481,M4S,1.422195889,0.390886657,0.516856723,0.582058118,1.364685162,0.675214024,1.164898814,0.803219329,M4S,31
15394,1.324042921,-0.859097579,0.14018486,-0.163340025,4.074119787,1.509029492,3.349811615,3.061972197,M4T,1.469394874,0.759406437,0.834455296,0.54266052,1.578124263,0.978336781,1.458962449,0.920662287,M4T,21
19660,1.658275651,-1.092556338,-0.013651332,-0.183694572,4.746236012,1.166225839,2.972227874,3.08560529,M4V,0.90981325,0.292562343,0.88520388,0.427479838,0.67936622,0.320256308,1.439175136,0.733799386,M4V,27
17972,1.410548054,-1.140208796,0.15300833,0.097851217,4.323614511,1.295014467,3.285277098,3.572668596,M4W,1.364444862,0.435245812,1.136714287,0.589357583,1.307725096,0.701964118,1.421878733,1.062366786,M4W,24
20825,2.174564007,0.849365447,-0.460825434,1.617914713,4.921776711,3.96547419,2.057719088,4.413445378,M4X,1.111558072,1.109498498,0.781723244,1.255395178,0.392952624,1.519481336,1.467791458,1.538716042,M4X,17
35463,2.981052632,-0.714998802,-0.608814912,0.729510978,4.917406875,1.872543214,1.803118743,4.171700082,M4Y,0.992733063,0.858328905,0.953879121,1.072764263,0.702046918,1.36547707,1.136417111,1.113840972,M4Y,34
41698,2.374974735,0.479269674,-0.640576858,0.651892028,4.95692839,3.045853518,1.783370905,4.118950549,M5A,0.953115055,1.923443146,0.600824896,1.019874497,0.249637418,1.528631733,1.181377236,0.96509117,M5A,46
19889,2.785906478,-0.90756068,-0.717330647,0.731147274,5,1.974910755,1.454824275,4.393332998,M5B,0.50144623,1.327830857,1.10046831,0.65739181,0,1.601673961,1.262842525,0.963381843,M5B,18
5386,2.646413216,-1.120236166,-0.551235073,0.287972041,5,1.438173041,2.067025622,3.983104345,M5C,0.584649898,0.588290838,0.892955438,0.689768889,0,0.577350269,1.892969449,1.258305739,M5C,4
19982,2.393769468,-1.041768889,-0.731761762,0.62330911,5,1.491392253,1.617305575,4.294515064,M5E,0.629864709,2.123568318,0.613452956,0.743768768,0,1.378954369,1.114640858,0.83484711,M5E,12
9876,3.018131258,-0.559800057,-0.845870569,1.740652947,5,2.052855407,1.20909275,5,M5G,0.500571688,0.962513111,0.240583356,0.335339102,0,1.471960144,0.516397779,0,M5G,6
3416,2.966847926,-1.78210587,-1.172526359,0.539032395,5,1,1,4,M5H,0.490283712,0.020770772,0.379985126,0.110944867,0,0,0,0,M5H,2
20984,2.24265202,-1.590835663,-0.687585724,0.669431154,4.796892871,1.115611895,2.119471979,4.27073008,M5J,1.362928161,0.544880084,0.894016486,0.631797814,0.851630627,0.726273039,1.78054196,0.997248963,M5J,14
28251,-0.146866678,-0.743222054,-0.434184284,0.298160048,2.713355279,1.663197763,2.09086404,3.910056281,M5M,0.997046344,0.406807187,0.685227797,0.571179913,1.531901774,0.861129108,1.098721148,0.709345647,M5M,44
17403,0.468465028,-0.584933919,-0.54838538,0.514356997,3.291961156,2.142561627,1.946331092,3.995000862,M5N,1.32604755,0.519762261,0.644495401,0.813714797,1.655711119,1.125171032,0.997533905,0.731083277,M5N,29
20742,1.186458256,-0.959241998,-0.289357049,0.117810847,4.225243467,1.353774949,2.301128146,3.573184842,M5P,1.239307969,0.340109056,1.184552191,0.486259642,1.370763144,0.58266268,1.323351996,0.978766159,M5P,35
32676,2.176669073,-0.892484974,-0.13081261,-0.112812692,4.94886155,1.581252295,2.749173705,3.267597013,M5R,0.932007,0.506981065,0.901474163,0.377720201,0.282056673,0.881509092,1.538287189,0.826257346,M5R,47
15338,2.450132395,-0.494290455,-0.16842257,1.004956749,4.8989438,2.335962968,2.588733864,4.30264702,M5S,1.181851749,0.633369135,1.045333599,0.875776606,0.751621624,1.216765993,1.559775764,0.972567451,M5S,22
18470,2.248098355,0.82579871,-0.279860653,1.129413313,4.958419058,3.677097997,2.445749865,4.555766107,M5T,0.865381167,1.542880939,0.996649256,0.733138517,0.249731038,1.414213562,1.386571543,0.558415577,M5T,31
50812,2.871202366,-1.548039287,-1.304924649,0.524691845,5,1.173581044,1.068153192,3.999547351,M5V,0.581192424,1.22286049,0.385194077,0.590294619,0,1.410673598,0.577350269,0.81240384,M5V,25
4610,2.502762463,-0.465479578,-0.257324034,0.199930689,5,2.514099783,2.34967462,3.82516269,M5W,0.275344595,1.168026537,0.56735363,0.252752662,0,2.081665999,1.154700538,0.577350269,M5W,3
25452,0.70521533,0.828285918,-0.306738063,1.313330885,3.939336791,3.843155744,2.52970297,4.588165959,M6A,0.978734598,1.744313167,0.961027392,1.20078417,1.296407447,0.905631309,1.513524464,0.847140519,M6A,35
33543,0.586107999,0.189544015,-0.155007158,0.88325913,3.844408669,3.343022389,2.606862833,4.304951853,M6B,1.007846184,0.878466748,0.925847852,0.924046312,1.402432706,1.254253698,1.43262461,0.807207353,M6B,52
24262,0.744731479,-0.12427124,-0.500275279,0.298984073,3.968881378,2.979350425,2.172203446,3.895268321,M6C,1.028576484,0.709056478,0.556034246,0.632230542,1.125102767,1.360885174,1.166842834,0.76526053,M6C,44
39868,0.439132895,0.698832531,-0.182569462,0.694970026,3.957635196,4.403606903,2.687167653,4.166173372,M6E,0.762919812,0.563614533,0.709527862,0.850415634,0.873721071,0.758164476,1.090217931,0.674331145,M6E,79
34398,1.109965403,-0.192315561,-0.343815158,-0.023895856,4.652508867,2.932001861,2.169137741,3.498255713,M6G,0.641506584,0.577362385,0.947954527,0.329337616,0.651517587,1.051904376,1.208859597,0.563890371,M6G,63
47498,1.102715354,0.135207835,-0.635762832,0.343385716,4.597225146,3.369047118,1.855383385,3.916985978,M6H,0.708944973,0.847776565,0.445202827,0.566203421,0.521689371,1.092992091,1.006160798,0.717273935,M6H,90
37743,1.572880773,-0.503351948,-0.763822829,0.1205429,4.877513711,2.389820629,1.846382111,3.616220226,M6J,0.713801971,0.735904864,0.473388877,0.476369021,0.352737811,1.351640826,0.87052197,0.799705527,M6J,63
55044,2.325989315,-0.232624821,-0.914442989,0.521310584,4.929347431,2.755468353,1.491715718,4.055046872,M6K,0.928606678,1.290619122,0.844332793,0.77393859,0.41046504,1.501058308,0.998031941,0.843644615,M6K,58
27446,0.491439396,1.341600441,0.007207393,1.365487653,4.028200831,4.499453472,3.121729942,4.51005611,M6L,0.694150273,1.236766706,1.020097552,1.200966938,1.233928947,0.945845471,1.475972433,0.96942506,M6L,31
48129,0.671309812,1.479617915,-0.401154627,1.31253368,4.11913815,4.626503771,2.448004322,4.677761848,M6M,0.856835697,0.993593929,0.542045425,0.837468895,1.178356733,0.831089876,1.167408039,0.76608436,M6M,61
41546,0.437318378,1.278201476,-0.258173716,0.664697339,3.886366919,4.579959563,2.282433929,4.176093968,M6N,0.792895515,0.908911982,0.744706575,0.595923836,0.993647849,0.631238651,1.122122432,0.736095288,M6N,67
42900,1.349613855,-0.516688032,-0.605150989,0.146727373,4.64955711,2.266130536,1.817902098,3.579044289,M6P,0.838066779,0.616452031,0.622447793,0.499971993,0.724666298,1.257182753,1.009978464,0.80867472,M6P,60
23517,1.256970676,-0.581948176,-0.835122822,-0.184000239,4.575838755,2.06420887,1.246970277,3.158438576,M6R,0.899486999,0.66243935,0.781294395,0.378853014,0.594203514,1.194256483,0.87817782,0.745485834,M6R,42
35222,0.479274245,-0.518979608,-0.46620312,-0.061546858,3.785446596,1.763500085,2.183180966,3.260660951,M6S,0.88882288,1.684988883,0.504797688,0.701629947,1.230066018,1.193840019,1.046800364,0.823723008,M6S,53
41963,2.650895519,-0.765041958,-0.512918309,1.259693514,5,2.002430713,2.054762529,4.470366752,M7A,0.821430607,0.982563104,0.885159263,1.057500789,0,1.470397554,1.561019413,0.773854363,M7A,30
35564,1.581276271,-0.071903074,-0.24535145,0.253501316,4.720756945,3.022494658,2.522044764,3.823670003,M8V,0.955498696,1.076798926,1.033999049,0.727535697,0.624973572,1.336390962,1.186606012,0.929604704,M8V,44
20845,0.525388145,-0.075970218,-0.28485571,-0.100498881,3.936435596,3.116958503,2.557255937,3.305301031,M8W,0.853248348,0.551569294,0.463440052,0.409957939,1.055798206,1.085420495,1.012739367,0.942331791,M8W,39
11735,0.246862033,-0.907323449,0.18430943,-0.264866246,3.345803153,1.407839795,3.04303366,2.855475075,M8X,1.012492852,0.382870523,1.380923614,0.385884052,1.712840778,0.848874688,1.166316474,0.927520414,M8X,17
24104,1.097725317,-0.53731875,-0.477442981,0.214915502,3.963906406,2.233903087,2.278377033,3.766636243,M8Y,1.303009907,0.994949472,0.961927774,0.609333139,1.453212977,1.672677334,1.453212977,0.908738935,M8Y,31
24228,0.676752361,-0.750134119,-0.189692165,0.03639069,3.874071322,1.824046558,2.573551263,3.426778933,M8Z,1.07885846,0.68075225,0.929402181,0.428185038,1.212618386,1.090713149,1.349146784,0.73945793,M8Z,29
38106,0.797261593,-0.378328826,-0.099698186,0.41656911,3.678580801,2.581404503,2.904030861,3.874140555,M9A,1.184626899,0.65214318,0.745753003,0.755652436,1.625516359,1.32402621,1.35992313,0.959881868,M9A,43
36970,0.313203095,-0.421181257,-0.276774075,0.356935783,3.325290776,2.226102245,2.675953476,3.746524209,M9B,0.828749292,1.036246987,0.510566201,0.810389234,1.249383012,1.11038115,1.177621524,0.890198197,M9B,53
46405,0.562399327,-0.172379168,0.053805096,0.396083388,3.767977589,2.910462235,3.124146105,3.675703049,M9C,0.936261217,0.723714302,0.691289114,0.744480537,1.517878388,1.365018987,1.213855975,0.93276819,M9C,60
18181,0.035760496,1.181750752,0.019846238,1.499355605,3.403388152,4.624388097,3.255211485,4.714152137,M9L,0.537423411,0.685504493,0.690771175,0.873546388,1.067521025,0.693888666,1.353480267,0.56487903,M9L,27
24814,0.024912875,1.047613218,-0.328510562,1.606520198,3.382969292,4.505037479,2.38579028,4.819980656,M9M,0.456871562,0.648710991,0.670454751,0.914947733,0.964305479,0.678910554,1.311312407,0.668675135,M9M,30
25882,0.822959496,1.336135454,-0.356026229,1.276274694,4.039255081,4.341318291,2.528861757,4.507959199,M9N,1.064028558,1.486588726,0.540876871,1.069550486,1.255575799,0.923093083,1.219588028,0.893487173,M9N,35
21382,0.367571191,0.241419275,0.507264432,0.35699144,3.592367412,3.031054158,3.507950613,3.612711627,M9P,0.803771637,1.145456684,1.429423207,0.844365216,1.268993628,1.473521078,1.382983615,1.07425462,M9P,30
35404,0.415392454,0.929336559,0.119547449,1.359729473,3.826516778,3.880070049,3.116851203,4.256157496,M9R,0.872322172,1.008493302,1.088103029,1.121005873,1.239908762,1.286291357,1.355124952,0.967658843,M9R,45
55961,-0.016077355,1.566935153,-0.299575698,2.375575495,3.193045156,4.76031522,2.570986937,4.964689695,M9V,0.588008607,1.103213047,0.601346316,0.949019127,1.195309694,0.552122667,1.248427324,0.295450197,M9V,67
41872,0.126114241,0.785801204,-0.274496297,1.500267029,3.314959878,4.153157241,2.47795663,4.748161062,M9W,0.750649193,1.108743662,0.551262344,0.874659526,1.279455216,0.778235001,1.19733697,0.640224184,M9W,60
44778,-0.366394527,-0.205170996,0.397181756,-0.853565528,2.6317388,2.845013176,3.702286837,1.519786502,N0A,0.529332166,0.559392552,0.784847369,0.266426412,1.173214626,0.990255193,1.180207027,0.61210245,N0A,83
138630,-0.755159895,-0.56500079,-0.323132995,-0.499269987,1.865764986,1.979326264,2.504241506,2.316237467,N0B,0.603702193,0.778643582,0.835114397,0.340588965,0.984324138,1.290730009,1.229352427,0.909076944,N0B,217
24033,-0.511900179,0.098408164,0.185320009,-0.816799161,2.360171431,3.480339533,3.595431282,1.474847085,N0C,0.434382529,0.593676719,0.672994384,0.217933508,0.954676083,1.120631051,1.309730176,0.628767713,N0C,43
56139,-0.576751508,-0.084816572,0.171970992,-0.733528091,2.11824222,2.867614314,3.403213452,1.809508541,N0E,0.518850454,0.755245214,0.783472067,0.352843205,1.048110108,1.231232742,1.082410145,0.866342571,N0E,105
108386,-0.572920805,0.00108203,0.062376784,-0.785093228,2.240787556,3.211097374,3.269305999,1.637213293,N0G,0.617534435,0.665038937,0.686147337,0.301980402,1.169712569,1.169579715,1.278685161,0.825873932,N0G,197
62613,-0.269673411,-0.462204565,0.871107591,-0.945137589,2.821378947,2.348330219,4.258364876,1.343538882,N0H,0.461739703,0.619772315,0.930622043,0.26559354,1.033498337,1.167717584,0.958030157,0.588840108,N0H,101
58865,-0.835308046,-0.032604886,-0.268898576,-0.588542733,1.672929585,2.971714941,2.596772276,2.133423936,N0J,0.410875425,0.912109147,0.532800884,0.380548809,0.764852305,1.363568291,1.10886568,1.009001935,N0J,103
38554,-0.719505638,-0.106694616,-0.279915574,-0.666168101,2.059345334,2.92848991,2.512813197,1.859988587,N0K,0.643638918,0.751659203,0.602214259,0.318436237,1.123182292,1.361474588,1.23063082,0.850613381,N0K,66
61612,-0.604162252,-0.402115626,-0.037410343,-0.787081707,2.133285724,2.423602545,3.070408362,1.682107382,N0L,0.344967649,0.640421584,0.575897874,0.280856837,0.879893683,1.233314424,1.143752995,0.687160029,N0L,116
80798,-0.411767312,-0.417762719,0.26318709,-0.864591774,2.484677839,2.420852001,3.397262308,1.430629471,N0M,0.434029587,0.683735297,0.97798736,0.240739672,1.047589839,1.205763301,1.275640614,0.584817054,N0M,159
45526,-0.467186298,-0.44420611,0.239076051,-0.765032333,2.35685103,2.383561042,3.575253701,1.694679963,N0N,0.452833247,0.552945737,0.61564141,0.262377622,1.062170009,1.19604558,0.955288602,0.738112962,N0N,91
71019,-0.49136019,0.087937628,0.346278777,-0.791629513,2.348864388,3.410664752,3.76656951,1.669384249,N0P,0.483035246,0.759905779,0.688862321,0.34846799,1.098768739,1.251651815,1.038707355,0.813584356,N0P,171
65712,-0.660757602,-0.507514645,-0.030261236,-0.675401422,1.977599221,2.234660336,3.159499026,1.941060993,N0R,0.414152798,0.488982289,0.569527938,0.315157932,0.98635161,1.088615407,1.105920921,0.802364385,N0R,94
16446,-0.400690632,0.166110996,0.411951103,-0.775339846,2.507114192,3.360087559,3.885443269,1.682719202,N1A,0.626996227,0.902412266,0.693083777,0.215879368,1.244342034,0.970845159,1.12880182,0.692703912,N1A,32
4585,-0.485507951,-1.087126488,-0.74403388,-0.064367695,1.934569248,1.19738277,1.703380589,3.389312977,N1C,0.942373607,0.255713959,0.477527595,0.425239977,1.602081979,0.40824829,0.816496581,0.836660027,N1C,6
43119,-0.035745218,-0.378274975,-0.493241364,-0.347416171,3.173960435,2.399986085,2.266077599,2.703494979,N1E,0.701633575,0.688499497,0.779692152,0.423633276,1.182120459,1.363282969,1.510845684,1.119629198,N1E,62
29096,0.171681532,-0.604672857,0.160317183,0.110778776,3.379089909,2.080904592,2.549353863,3.53962744,N1G,0.935833205,0.758081643,2.956736193,0.685416016,1.352040748,1.202096278,1.413586556,1.088300125,N1G,48
56619,0.320366914,-0.264231136,-0.2110517,-0.229820841,3.37303732,2.589289814,2.504459634,2.792596125,N1H,1.080645286,0.823763159,1.03423151,0.669277183,1.524428798,1.280135034,1.258817697,1.209214337,N1H,97
11871,-0.615383056,-0.338523113,-0.706955391,0.346944226,1.926206722,2.640552607,1.753938169,3.775756044,N1K,0.639217846,0.650785505,0.623731257,0.721024177,1.431782106,1.174285897,1.225818738,1.234376041,N1K,20
19238,-0.377742289,-0.920216514,-0.75937638,0.316592897,2.668728558,1.259382472,1.646428943,3.941314066,N1L,0.512410778,0.364562146,0.624190329,0.433215385,1.159994929,0.931475742,1.251469724,0.808957208,N1L,17
21792,-0.298311982,-0.622788781,0.091456396,-0.664076305,2.716960352,2.025146843,2.886242658,1.990363436,N1M,0.705661699,0.499578951,1.247423122,0.276037295,1.323351996,1.147155781,1.424279266,0.795998395,N1M,35
9556,-0.847009673,-0.20952896,-0.960833246,-0.003916391,1.559125157,2.912620343,1.390330682,3.543323566,N1P,0.487922303,0.615296716,0.508261753,0.314024607,1.133893419,1.345185418,0.786795792,0.755928946,N1P,7
47488,0.147331269,0.440273709,-0.081147991,-0.210789417,3.333621125,3.828756739,2.787630559,2.94263814,N1R,0.864000799,0.879451642,0.736624784,0.532537686,1.342412155,1.285046986,1.310887677,1.072525319,N1R,70
22314,0.05410412,-0.106111561,-0.239629497,-0.470467263,3.033969705,2.76947208,2.54732455,2.438379493,N1S,0.912181102,0.857796584,0.693420963,0.316335434,1.380327146,1.505671098,1.317136472,0.846114112,N1S,33
18823,-0.85974062,-0.421428018,-0.849707524,0.407046075,1.640758646,2.495138926,1.451628327,4.161026404,N1T,0.418733763,0.399205548,0.436802318,0.432482115,0.911684612,0.912870929,0.857864054,0.683763459,N1T,22
31253,-0.120303926,-0.170540445,-0.257511134,0.046296583,2.93885387,2.566473619,2.561290116,3.347966595,N2A,0.786054343,1.105447641,0.899414209,0.664685719,1.370419199,1.573019467,1.417658668,1.14444576,N2A,41
17248,0.308434576,-0.035060315,0.118128528,-0.486081903,3.649408627,3.114042208,3.405612245,2.362534787,N2B,0.883929556,0.709236182,0.735096235,0.408017043,1.308368433,1.108132207,1.260653526,0.972746914,N2B,31
17819,1.082341349,0.560130294,-0.272455785,0.670976786,4.659632976,4.050507885,2.548908468,4.055558673,N2C,0.722107835,0.926028487,0.618998276,0.740724974,0.820782682,1.050062655,1.333771858,1.147078669,N2C,20
49428,-0.203250548,-0.179217279,-0.858201943,0.402102858,2.738508538,2.657157886,1.75880068,3.911042324,N2E,0.787854171,0.83623611,0.738043356,0.607434336,1.27775313,1.21638474,1.471359222,1.014989695,N2E,50
16508,1.805313418,0.151380278,-0.185574214,-0.039030675,4.978798158,3.538708505,2.571056457,3.204385752,N2G,0.838993533,0.606012295,0.947751888,0.680253248,0.19245009,0.966681403,1.477273225,1.372294022,N2G,27
24699,1.241478699,-0.016524391,-0.164893695,-0.441969898,4.49815782,3.282885947,2.657516499,2.343900563,N2H,0.957038104,0.535109066,0.823008413,0.540258879,0.800670394,1.048323625,1.349272597,1.159763286,N2H,47
47716,0.050089803,-0.54039501,-0.358666808,0.225737118,2.937379495,2.083431134,2.335023891,3.599002431,N2J,1.247401036,0.681221931,0.863586477,0.687940216,1.665875518,1.344165042,1.317419151,1.222551745,N2J,60
28178,-0.426406795,-0.787497777,-0.696708182,0.045018302,2.213145007,1.646568245,1.821420967,3.526900419,N2K,0.749485748,0.470012116,0.617771844,0.448267972,1.383623653,1.031049496,1.117698192,0.861244299,N2K,37
30933,1.117517004,-0.013156933,-0.084334792,0.431178245,4.218407526,3.091488055,3.060711861,3.606569036,N2L,1.308757127,0.913991282,0.633279096,1.068013538,1.13999642,1.622419458,1.306811043,1.216216952,N2L,50
38422,0.669756942,0.392529265,-0.29867966,0.282652347,4.141403363,3.695747228,2.541512675,3.565951798,N2M,0.862769681,0.965452355,0.686314349,0.945882448,1.00527947,1.245439351,1.382196013,1.399161446,N2M,58
26465,-0.617890288,-0.484838043,-0.514025059,0.086100527,2.252673342,2.245645192,2.116077839,3.435934253,N2N,0.419032024,0.584151152,0.694996806,0.534613842,1.055597326,1.207817672,1.285340749,0.91025899,N2N,35
21388,-0.474049377,-0.738328722,-0.77830688,0.203642198,2.222648214,1.756966523,1.644239761,3.637460258,N2P,0.947689174,0.646968304,0.631661981,0.469620458,1.321975434,1.189237451,1.160869953,0.810643483,N2P,21
13366,-0.52739372,-0.971188487,-1.287295553,0.443672823,2.239263804,1.037782433,1.096139458,3.866078109,N2R,0.362423639,0.259455153,0.457951892,0.606912334,1,0.447213595,0.547722558,0.894427191,N2R,5
31040,-0.6378083,-0.761295731,-0.729462037,0.717364061,2.162081186,1.565689433,1.664658505,4.300998711,N2T,0.437083551,0.609502149,0.662141261,0.656755738,1.040451672,1.07902072,1.295596939,0.909822938,N2T,36
23903,-0.557776875,-0.877548252,-0.582468342,0.511636264,2.210935866,1.410325064,1.955152073,3.929088399,N2V,0.522143403,0.295297861,0.620818723,0.70177029,1.179184545,0.589592272,1.410842369,1.028174527,N2V,21
14881,-0.250672885,-0.625015679,0.562876968,-0.820118715,2.769840737,1.998387205,3.885222767,1.714736913,N2Z,0.596026384,0.600505108,0.855625242,0.331012634,1.029217439,1.114049693,1.346933276,0.838783233,N2Z,23
20062,-0.66500732,-0.799871088,-0.082221564,-0.58835047,1.91102582,1.681288007,2.263433357,2.111454491,N3A,0.473354779,0.429412467,1.401917264,0.287989511,0.97985405,0.939782359,1.231125305,0.873803618,N3A,27
16911,-0.914391656,-0.106542181,-0.340004054,-0.499125529,1.866063509,2.745964165,2.372242919,2.475252794,N3B,0.928795541,0.975687478,0.581267207,0.344612092,1.426784597,1.452511053,1.168366109,0.790151014,N3B,28
26573,-0.614094403,-0.60143967,-0.788635554,-0.170494458,2.055582734,1.9127686,1.780679637,2.982124713,N3C,0.628352673,0.603870128,0.822591244,0.460493769,1.245479631,1.232684954,1.264911064,1.015129452,N3C,41
998,-0.64107044,-0.707321769,0.478977309,-0.404315273,1.541082164,1.541082164,4.541082164,2.541082164,N3E,0.237458163,0.397452311,0.160449195,0.440167344,0.707106781,0.707106781,0.707106781,0.707106781,N3E,2
25261,0.347028599,0.146767267,0.203953857,-0.507161629,3.775662088,3.465381418,3.337833023,2.230315506,N3H,0.788142993,0.730325104,0.854416107,0.431267763,1.23946485,1.156341905,1.383966304,1.089194307,N3H,38
22532,-0.482269499,-0.581381633,0.068235294,-0.714844869,2.328865613,2.000088763,3.199582816,1.69301438,N3L,0.491856355,0.400648136,0.96128216,0.20927389,1.063439788,1.046167738,1.089144076,0.700876644,N3L,39
8655,-0.426758912,-0.032344943,-0.442999697,-0.235450166,2.0926632,3.089659157,2.147429232,3.141305604,N3P,0.757395288,0.985994809,0.63755313,0.370286969,1.253566341,1.187233679,1.060098827,0.798808637,N3P,15
51321,-0.171919466,-0.039243448,0.131388126,-0.391162679,2.788293291,3.005826075,3.241304729,2.501841351,N3R,0.816344472,0.872909808,0.80129055,0.381826262,1.375877166,1.412198215,1.292566381,0.977920812,N3R,80
30874,0.399624709,0.995135375,-0.138392906,-0.417773929,3.864092764,4.249659908,2.839152685,2.568309905,N3S,0.811051761,1.164809093,0.576907659,0.406312752,0.970566125,1.115922497,1.207940188,0.942067548,N3S,54
47200,-0.112310991,0.068085185,-0.274105555,-0.263748166,2.746504237,2.943940678,2.545169492,2.866800847,N3T,1.104522574,1.225631724,0.883308049,0.464637209,1.498222875,1.574790748,1.199424414,1.111054275,N3T,69
2108,-0.801430106,-0.585417585,-0.181702629,-0.444136514,1.204459203,1.937855787,2.891840607,2.312618596,N3V,0.054415364,0.677825496,0.558209798,0.250521473,0.577350269,1.732050808,1,0.577350269,N3V,3
24178,-0.623969543,-0.496731103,-0.212629368,-0.651185386,1.935395814,2.153486641,2.711142361,2.00955414,N3W,0.534923387,0.433785257,0.472173895,0.240786814,1.187272245,1.037440143,1.114013304,0.638507876,N3W,40
31746,-0.094111759,0.11977417,0.720994918,-0.817312857,3.093114093,3.337869338,4.16005166,1.51997102,N3Y,0.71932546,0.867233533,0.805862113,0.245942828,1.215764365,1.217925726,0.911322377,0.653185335,N3Y,59
13386,-0.348860732,0.161834004,0.325424819,-0.81683182,2.627297176,3.587404751,3.834603317,1.561631555,N4B,0.41433738,0.578696784,0.544967012,0.184762161,0.945434373,1.103839453,0.849434201,0.581774474,N4B,26
27682,-0.33527094,0.226143874,0.404078318,-0.663159517,2.566144065,3.616537822,3.300520194,1.946355032,N4G,0.853433496,0.69218663,1.276045395,0.367428402,1.552293588,1.025007817,1.399404635,0.891196257,N4G,40
33607,0.182776488,0.076696879,0.559168221,-0.832640324,3.357395781,3.221084893,3.953045496,1.54310114,N4K,0.867475755,0.936200419,0.894319217,0.266738403,1.300766917,1.368707591,1.050726096,0.681539216,N4K,67
10716,-0.103336952,-0.272771098,1.031130149,-0.919383952,2.937010078,2.700821202,4.492067936,1.367767824,N4L,0.673212411,0.76649196,0.857825052,0.2404073,1.050062655,1.380312703,0.825577947,0.670820393,N4L,20
13209,-0.101559915,0.076780721,0.756790278,-0.888023687,3.117344235,3.135059429,4.496555379,1.433492316,N4N,0.64268883,0.869976667,0.579944535,0.233258286,1.153915828,1.531670491,0.508977378,0.588229966,N4N,24
46092,-0.023002719,-0.145446736,-0.048958676,-0.665490823,3.04287078,2.821812896,2.906491365,1.950728977,N4S,0.833421298,0.771140882,0.934744627,0.318101575,1.270156349,1.343022237,1.199653199,0.862296325,N4S,67
12124,-0.257403766,-0.587596388,-0.162233894,-0.37624245,2.529528209,1.9486968,2.411002969,2.698119433,N4T,0.711143491,0.712674896,0.882751454,0.225986252,1.251665557,1.398411798,1.418136492,0.632455532,N4T,10
6157,-0.022957827,-0.40032677,-0.104475328,-0.328132072,3.738833848,2.258567484,2.999025499,2.871365925,N4V,0.209779095,0.657950213,0.642293146,0.371273329,0.516397779,1.471960144,1.264911064,1.169045194,N4V,6
15896,-0.703162443,0.15134601,-0.302069283,-0.556626378,2.351660795,3.436776548,2.394438853,2.128145445,N4W,0.942283737,0.787591717,0.802251593,0.375545192,1.516662306,1.232281834,1.44566493,1.088662108,N4W,28
