"PCODE3","instability_DA06","deprivation_DA06","dependency_DA06","ethniccon_DA06","DAPop_2006","instability_q_DA06","deprivation_q_DA06","dependency_q_DA06","Ethniccon_q_DA06"
"L8S","0.945456505832929015479331574318","-0.133238698337686261878086732968","-0.035594831211918074541641296259","0.475182323161460664988837020499","14781","3","3","2","2"
"L8T","-0.056203247616353078286643082513","0.219583500308645687680466583803","0.543352027759286350129075437422","-0.161629275832848797844440195047","20918","2","3","2","1"
"L8V","0.371326431014600161440435280641","0.376539283179555246630393279878","0.652606535073005164075028636884","-0.013385366862755436502481863307","20952","3","4","2","2"
"L8W","-0.806541724398554303308512438653","0.039128793559934741910644779150","-0.602406108630992975156540869860","0.484034337160395026032323574209","23636","1","3","1","2"
"L9A","0.045998516922543620302692505574","0.199917300729012235139770193792","0.463125118562599055758274738467","0.111075923647046564551534899674","23324","2","3","2","2"
"L9B","-0.786760159460406982249434039926","-0.438410297963293836231734924882","-0.376720517200203043604651162791","0.481486534107902707799958839267","19436","1","3","1","2"
"L9C","-0.323639974365655729902234298052","-0.042387558113474897682006744135","0.297006931945268501033453822081","0.323362682887386825023652992407","41221","2","3","2","2"
"L9G","-0.724172189085770928627069133398","-1.034092367986300412950340798442","-0.063515436586559181285296981500","-0.283590174497697453164556962025","20540","1","2","2","1"
"L9H","-0.285108329657184259403811814438","-0.624009311861602038624685689297","0.101965459888780597043839510222","-0.352324980847660485142669727780","27441","2","2","2","1"
"L9K","-1.272150077488977640389725420726","-1.004303144142275102214348981399","-0.349061781306040773069973427812","0.648869051691955711426040744021","5645","1","2","1","2"
"L9L","-0.352769090509116583750691207836","-0.549922765722530209969191879295","0.190857471057761018458014061142","-0.499671974651656924930879216368","12659","2","2","2","1"
"L9M","-0.102797208705839143249519538757","-0.054479927631727032847533632287","0.408706080034202070868033311980","-0.554347491247962761939461883408","12488","2","3","2","1"
"L9N","-0.822813735602371730500550055006","-0.629314734737309603437843784378","-0.613443385434516888833883388339","-0.372296945996447420379537953795","7272","1","2","1","1"
"L9P","-0.470713862047930430356032338308","-0.718579345664543164567786069652","-0.163523612678043123165422885572","-0.315286162969980251321517412935","12864","2","2","2","1"
"L9R","-0.183694020133339894340220058577","-0.452821848060462192392939127681","0.386633571833076028813425156337","-0.342040234261397930111612443600","12633","2","3","2","1"
"L9S","-0.630011174589540651988343420758","-0.306633468502029766231786594934","0.179060333542623635763281775387","-0.358105880788636987146379735485","22305","1","3","2","1"
"L9T","-0.465122004299015089473020145519","-1.187449418699815291477057660765","-0.705966439222318883902931404298","0.356374710773424791355091054380","47554","2","2","1","2"
"L9V","-1.104630077695770457689932056825","-0.655155960223633983323038912909","-0.432774312047000765904879555281","-0.124521879690366409450277949351","1619","1","2","1","1"
"L9W","-0.533878418720767089490019474197","-0.507724570796959718202288218111","-0.499527959523939368275316455696","-0.138774900833561194516796494645","32864","2","2","1","1"
"L9Y","0.223109236351199439261524260082","-0.042280841462769387607453989500","0.502503356089720163693532567934","-0.477493146038794102186580511164","17333","2","3","2","1"
"L9Z","-0.272430573141077607465566571295","-0.184918910095377466528711158427","1.225533619822292931931598908776","-0.550513382386999144946436888682","15029","2","3","3","1"
"M1B","-0.526537364087728981389137570874","0.195074356808564412936556251865","-0.547386552354237853728737690242","2.574381814512674525514771709937","67020","2","3","1","4"
"M1C","-0.884485439405461222513089005236","-0.544943327992542807146912256355","-0.286589129295851445127105279758","0.757931750394381927234592821548","31706","1","2","1","2"
"M1E","0.206661950473465522552927971514","0.623808498845490141726980686612","-0.061362855323656523841777296126","1.896322806992518116942756511979","51674","2","4","2","3"
"M1G","-0.143489949991268874966742311605","0.686455417333625850880350575162","0.187279848956666499970420220675","2.152822625881639916738398935754","25558","2","4","2","3"
"M1H","0.358164447891982653137979651717","-0.120067736809795535590443165797","-0.086189410273527245551194604275","2.552434497559277586670731242617","26243","3","3","2","4"
"M1J","0.307415419891672942440836021578","1.100813680480805572222071620266","-0.183552509376420675672964840467","2.728574553337011261893789476538","36889","2","4","2","4"
"M1K","0.318417907298135178935152768937","0.802972817956013379684118395926","-0.096318269302088743642385423297","2.146473541245903526615213239975","50272","2","4","2","3"
"M1L","0.440689231136804435128686623219","0.813747603189077288103391141058","-0.153754058337012890331013660297","2.519737957972523231186715269340","27159","3","4","2","4"
"M1M","0.165474366946995646688974040693","0.376162869710163467526579955745","0.239961223581132807010631982298","0.637223402403142723892276971234","18529","2","4","2","2"
"M1N","0.281259651488812936333825974506","-0.057272677967039421683909107704","-0.129865950465340044748753002032","0.153744390068174843215407352669","21652","2","3","2","2"
"M1P","0.094896845128425779187238890999","0.446883967162854483015029027182","0.231902343911558401616841191471","2.290795214734018535944875481526","36862","2","4","2","3"
"M1R","0.105615922105065230583976655709","0.388563597893709536357256307022","0.323498092554366015395412403502","1.338353097453984925235474457947","27073","2","4","2","3"
"M1S","-0.372857788415768585336605499470","0.207707594693417588493502147359","0.227241232208648180208042835629","2.602213546637221325366724301411","35858","2","3","2","4"
"M1T","0.272483444773621312914393005926","0.407495171139207406803379686675","0.462849795538638041894032740715","2.705117546489780994854192337030","34086","2","4","2","4"
"M1V","-0.638366236317970514818701599479","0.159311361478768323691828906420","-0.066900105329343605306144604473","3.019068502106490304335239198089","55268","1","3","2","4"
"M1W","-0.215403529395916118445312500000","0.230144228543546894293554687500","0.136251007525624735644140625000","2.735642882652827287324218750000","51200","2","3","2","4"
"M1X","-1.169005058800028649537512846865","-0.040610333779103773895169578623","-0.553982418509913324768756423433","1.927804287512960411099691675231","973","1","3","1","3"
"M2H","-0.123150783024295029186136280525","-0.113947792388224071914997358905","0.324021774620973358331640323433","2.392977869884514140343748730243","24611","2","3","2","4"
"M2J","0.222562977333153354017989889979","-0.090371297246431419441532857568","-0.213624626069406566852512637526","2.998564767922067946952126077907","53808","2","3","2","4"
"M2K","0.548987650912647046307959930418","-0.704420033675262483954171915302","0.172860177668207047267710395297","1.902997902867025677223921780337","16671","3","2","2","3"
